id,name.value
NM_2237_1,RM137 - Tenure by number of rooms
NM_2238_1,RM138 - Tenure by NS-SEC - Household Reference Persons
NM_2239_1,RM139 - Tenure by number of people per room in household by accommodation type
NM_2240_1,RM140 - Tenure by occupation - Household Reference Persons
NM_2241_1,RM141 - Type of central heating in household by occupancy rating (rooms) by age
NM_2242_1,RM142 - Veteran households by tenure
NM_2243_1,RM143 - Veterans by disability
NM_2244_1,RM144 - Veterans by economic activity status
NM_2245_1,RM145 - Veterans by general health
NM_2246_1,RM146 - Veterans by occupation
NM_2247_1,RM147 - Veterans by age
NM_2248_1,RM148 - Year last worked by age
NM_2249_1,RM149 - Ability to speak Welsh by industry
NM_2250_1,RM150 - Ability to speak Welsh by national identity by age
NM_2251_1,RM151 - Ability to speak Welsh by NS-SEC
NM_2252_1,RM152 - Ability to speak Welsh by occupation
NM_2253_1,RM153 - Ability to speak Welsh by tenure - Household Reference Persons
NM_2254_1,RM154 - Ability to speak Welsh by employment history
NM_2255_1,RM155 - Family type by parents' ability to speak Welsh by age and ability to speak Welsh of dependent child
NM_2256_1,RM156 - General health by ability to speak Welsh by age
NM_2257_1,RM157 - Disability by ability to speak Welsh by age
NM_2258_1,RM158 - Number of people who can speak Welsh by household size
NM_2260_1,RM160 - Welsh language skills by country of birth
NM_2261_1,RM161 - Welsh language skills by sex by age
NM_2262_1,RM162 - Welsh language skills by tenure - Household Reference Persons
NM_2263_1,RM163 - Gender identity by age by sex
NM_2264_1,RM164 - Gender identity by type of central heating in household
NM_2265_1,RM165 - Gender identity by dwelling type
NM_2266_1,RM166 - Gender identity by family composition
NM_2267_1,RM167 - Gender identity by highest qualification held
NM_2268_1,RM168 - Gender identity by hours worked
NM_2269_1,RM169 - Gender identity by industry
NM_2270_1,RM170 - Gender identity by NS-SEC
NM_2271_1,RM171 - Gender identity by occupancy rating (bedrooms)
NM_2272_1,RM172 - Gender identity by occupancy rating (rooms)
NM_2273_1,RM173 - Gender identity by religion
NM_2274_1,RM174 - Gender identity by sex
NM_2275_1,RM175 - Gender identity by sexual orientation
NM_2276_1,RM176 - Gender identity by tenure
NM_2277_1,RM177 - Sexual orientation by age
NM_2278_1,RM178 - Sexual orientation by unpaid carer status
NM_2279_1,RM179 - Sexual orientation by type of central heating in household
NM_2280_1,RM180 - Sexual orientation by dwelling type
NM_2281_1,RM181 - Sexual orientation by family composition
NM_2282_1,RM182 - Sexual orientation by highest qualification held
NM_2283_1,RM183 - Sexual orientation by hours worked
NM_2284_1,RM184 - Sexual orientation by industry
NM_2285_1,RM185 - Sexual orientation by NS-SEC
NM_2286_1,RM186 - Sexual orientation by occupancy rating (bedrooms)
NM_2287_1,RM187 - Sexual orientation by occupancy rating (rooms)
NM_2288_1,RM188 - Sexual orientation by religion
NM_2289_1,RM189 - Sexual orientation by sex
NM_2290_1,RM190 - Sexual orientation by tenure
NM_2291_1,RM191 - Gender identity by unpaid carer status
NM_2292_1,RM192 - Number of dwellings that are houses in multiple occupation (HMO)
NM_2293_1,RM193 - Number of households in houses in multiple occupation (HMO) by accommodation type
NM_2294_1,RM194 - Number of households in houses in multiple occupation (HMO) by type of central heating in household
NM_2295_1,RM195 - Number of households in houses in multiple occupation (HMO) by type of occupancy rating (bedrooms)
NM_2296_1,RM196 - Communal establishment management and type
NM_2297_1,RM197 - Number of multi-generational households by household tenure
NM_2298_1,RM198 - Number of multi-generational households by bedroom occupancy ratings
NM_2300_1,RM200 - Sex by single year of age (detailed)
NM_2301_1,RM201 - Tenure by age - Household Reference Persons
NM_2302_1,RM202 - Household size by number of rooms
NM_2303_1,RM203 -  Legal partnership status by sex by age - Communal establishment residents
NM_2304_1,RM204 - Number of Dwellings
NM_2305_1,RM205 - Dwelling type
NM_2331_1,ST001 - Number of non-UK born short-term residents by residence type
NM_2332_1,ST002 - Number of non-UK born short-term residents by sex by age
NM_2333_1,ST003 - Number of non-UK born short-term residents by ethnicity
NM_2334_1,ST004 - Number of non-UK born short-term residents by country of birth
NM_2335_1,ST005 - Number of non-UK born short-term residents by main language
NM_2336_1,ST006 - Number of non-UK born short-term residents by passports held (detailed)
NM_2337_1,ST007 - Number of non-UK born short-term residents by general health
NM_2338_1,ST008 - Number of non-UK born short-term residents in household spaces by tenure
NM_2339_1,ST009 - Number of non-UK born short-term residents by economic activity
NM_2340_1,ST010 - Number of non-UK born short-term residents by industry
NM_2341_1,ST011 - Number of non-UK born short-term residents by occupation
NM_2342_1,ST012 - Number of non-UK born short-term residents by NS-SEC
NM_2343_1,ST013 - Number of non-UK born short-term residents by sex by single year of age
NM_2400_1,UK small area gross value added estimates
