lsoa21cd,dependent_children,tenure,value_21,value_11,change,perc_change
E01004386,No dependent children in household,Private rented or lives rent free,24,14,10,71.43
E01004386,Household with dependent children,Rented: Social rented,8,6,2,33.33
E01004386,No dependent children in household,Rented: Social rented,10,10,0,0
E01004387,Household with dependent children,Owned: Owns outright,25,32,-7,-21.88
E01004387,No dependent children in household,Owned: Owns outright,218,174,44,25.29
E01004387,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,125,152,-27,-17.76
E01004387,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,89,113,-24,-21.24
E01004387,Household with dependent children,Private rented or lives rent free,27,20,7,35
E01004387,No dependent children in household,Private rented or lives rent free,26,23,3,13.04
E01004387,Household with dependent children,Rented: Social rented,3,3,0,0
E01004387,No dependent children in household,Rented: Social rented,10,8,2,25
E01004388,Household with dependent children,Owned: Owns outright,15,14,1,7.14
E01004388,No dependent children in household,Owned: Owns outright,139,161,-22,-13.66
E01004388,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,91,88,3,3.41
E01004388,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,98,117,-19,-16.24
E01004388,Household with dependent children,Private rented or lives rent free,79,50,29,58
E01004388,No dependent children in household,Private rented or lives rent free,120,111,9,8.11
E01004388,Household with dependent children,Rented: Social rented,41,22,19,86.36
E01004388,No dependent children in household,Rented: Social rented,78,86,-8,-9.3
E01004389,Household with dependent children,Owned: Owns outright,13,10,3,30
E01004389,No dependent children in household,Owned: Owns outright,148,165,-17,-10.3
E01004389,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,85,97,-12,-12.37
E01004389,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,108,133,-25,-18.8
E01004389,Household with dependent children,Private rented or lives rent free,54,36,18,50
E01004389,No dependent children in household,Private rented or lives rent free,79,49,30,61.22
E01004389,Household with dependent children,Rented: Social rented,58,75,-17,-22.67
E01004389,No dependent children in household,Rented: Social rented,148,141,7,4.96
E01004390,Household with dependent children,Owned: Owns outright,18,16,2,12.5
E01004390,No dependent children in household,Owned: Owns outright,132,127,5,3.94
E01004390,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,96,87,9,10.34
E01004390,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,94,101,-7,-6.93
E01004390,Household with dependent children,Private rented or lives rent free,29,23,6,26.09
E01004390,No dependent children in household,Private rented or lives rent free,27,30,-3,-10
E01004390,Household with dependent children,Rented: Social rented,68,97,-29,-29.9
E01004390,No dependent children in household,Rented: Social rented,165,171,-6,-3.51
E01004391,Household with dependent children,Owned: Owns outright,24,19,5,26.32
E01004391,No dependent children in household,Owned: Owns outright,110,114,-4,-3.51
E01004391,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,80,57,23,40.35
E01004391,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,219,212,7,3.3
E01004391,Household with dependent children,Private rented or lives rent free,95,97,-2,-2.06
E01004391,No dependent children in household,Private rented or lives rent free,287,186,101,54.3
E01004391,Household with dependent children,Rented: Social rented,81,50,31,62
E01004391,No dependent children in household,Rented: Social rented,80,111,-31,-27.93
E01004392,Household with dependent children,Owned: Owns outright,23,22,1,4.55
E01004392,No dependent children in household,Owned: Owns outright,125,114,11,9.65
E01004392,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,88,99,-11,-11.11
E01004392,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,170,172,-2,-1.16
E01004392,Household with dependent children,Private rented or lives rent free,160,122,38,31.15
E01004392,No dependent children in household,Private rented or lives rent free,293,230,63,27.39
E01004392,Household with dependent children,Rented: Social rented,50,49,1,2.04
E01004392,No dependent children in household,Rented: Social rented,64,71,-7,-9.86
E01004393,Household with dependent children,Owned: Owns outright,5,8,-3,-37.5
E01004393,No dependent children in household,Owned: Owns outright,69,66,3,4.55
E01004393,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,31,38,-7,-18.42
E01004393,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,102,358,-256,-71.51
E01004393,Household with dependent children,Private rented or lives rent free,77,76,1,1.32
E01004393,No dependent children in household,Private rented or lives rent free,213,174,39,22.41
E01004393,Household with dependent children,Rented: Social rented,91,94,-3,-3.19
E01004393,No dependent children in household,Rented: Social rented,180,209,-29,-13.88
E01004394,Household with dependent children,Owned: Owns outright,28,20,8,40
E01004394,No dependent children in household,Owned: Owns outright,93,88,5,5.68
E01004394,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,58,57,1,1.75
E01004394,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,126,107,19,17.76
E01004394,Household with dependent children,Private rented or lives rent free,59,77,-18,-23.38
E01004394,No dependent children in household,Private rented or lives rent free,157,128,29,22.66
E01004394,Household with dependent children,Rented: Social rented,99,87,12,13.79
E01004394,No dependent children in household,Rented: Social rented,169,180,-11,-6.11
E01004395,Household with dependent children,Owned: Owns outright,27,22,5,22.73
E01004395,No dependent children in household,Owned: Owns outright,131,102,29,28.43
E01004395,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,125,94,31,32.98
E01004395,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,117,136,-19,-13.97
E01004395,Household with dependent children,Private rented or lives rent free,54,69,-15,-21.74
E01004395,No dependent children in household,Private rented or lives rent free,88,84,4,4.76
E01004395,Household with dependent children,Rented: Social rented,19,24,-5,-20.83
E01004395,No dependent children in household,Rented: Social rented,35,34,1,2.94
E01004396,Household with dependent children,Owned: Owns outright,21,24,-3,-12.5
E01004396,No dependent children in household,Owned: Owns outright,150,136,14,10.29
E01004396,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,106,101,5,4.95
E01004396,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,121,122,-1,-0.82
E01004396,Household with dependent children,Private rented or lives rent free,114,109,5,4.59
E01004396,No dependent children in household,Private rented or lives rent free,149,110,39,35.45
E01004396,Household with dependent children,Rented: Social rented,15,19,-4,-21.05
E01004396,No dependent children in household,Rented: Social rented,25,26,-1,-3.85
E01004397,Household with dependent children,Owned: Owns outright,47,24,23,95.83
E01004397,No dependent children in household,Owned: Owns outright,133,104,29,27.88
E01004397,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,95,82,13,15.85
E01004397,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,217,187,30,16.04
E01004397,Household with dependent children,Private rented or lives rent free,128,101,27,26.73
E01004397,No dependent children in household,Private rented or lives rent free,362,249,113,45.38
E01004397,Household with dependent children,Rented: Social rented,63,50,13,26
E01004397,No dependent children in household,Rented: Social rented,85,52,33,63.46
E01004398,Household with dependent children,Owned: Owns outright,17,18,-1,-5.56
E01004398,No dependent children in household,Owned: Owns outright,72,64,8,12.5
E01004398,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,66,74,-8,-10.81
E01004398,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,79,84,-5,-5.95
E01004398,Household with dependent children,Private rented or lives rent free,61,47,14,29.79
E01004398,No dependent children in household,Private rented or lives rent free,45,48,-3,-6.25
E01004398,Household with dependent children,Rented: Social rented,114,131,-17,-12.98
E01004398,No dependent children in household,Rented: Social rented,216,213,3,1.41
E01004399,Household with dependent children,Owned: Owns outright,9,4,5,125
E01004399,No dependent children in household,Owned: Owns outright,40,36,4,11.11
E01004399,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,69,81,-12,-14.81
E01004399,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,73,64,9,14.06
E01004399,Household with dependent children,Private rented or lives rent free,49,42,7,16.67
E01004399,No dependent children in household,Private rented or lives rent free,34,25,9,36
E01004399,Household with dependent children,Rented: Social rented,144,154,-10,-6.49
E01004399,No dependent children in household,Rented: Social rented,183,188,-5,-2.66
E01004400,Household with dependent children,Owned: Owns outright,14,19,-5,-26.32
E01004400,No dependent children in household,Owned: Owns outright,100,91,9,9.89
E01004400,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,102,85,17,20
E01004400,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,118,138,-20,-14.49
E01004400,Household with dependent children,Private rented or lives rent free,92,93,-1,-1.08
E01004400,No dependent children in household,Private rented or lives rent free,105,101,4,3.96
E01004400,Household with dependent children,Rented: Social rented,51,35,16,45.71
E01004400,No dependent children in household,Rented: Social rented,68,79,-11,-13.92
E01004401,Household with dependent children,Owned: Owns outright,18,15,3,20
E01004401,No dependent children in household,Owned: Owns outright,111,108,3,2.78
E01004401,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,144,101,43,42.57
E01004401,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,203,174,29,16.67
E01004401,Household with dependent children,Private rented or lives rent free,98,110,-12,-10.91
E01004401,No dependent children in household,Private rented or lives rent free,141,120,21,17.5
E01004401,Household with dependent children,Rented: Social rented,80,72,8,11.11
E01004401,No dependent children in household,Rented: Social rented,101,103,-2,-1.94
E01004402,Household with dependent children,Owned: Owns outright,18,12,6,50
E01004402,No dependent children in household,Owned: Owns outright,113,99,14,14.14
E01004402,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,103,94,9,9.57
E01004402,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,105,133,-28,-21.05
E01004402,Household with dependent children,Private rented or lives rent free,73,67,6,8.96
E01004402,No dependent children in household,Private rented or lives rent free,81,73,8,10.96
E01004402,Household with dependent children,Rented: Social rented,62,81,-19,-23.46
E01004402,No dependent children in household,Rented: Social rented,103,104,-1,-0.96
E01004403,Household with dependent children,Owned: Owns outright,23,15,8,53.33
E01004403,No dependent children in household,Owned: Owns outright,95,68,27,39.71
E01004403,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,163,103,60,58.25
E01004403,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,227,114,113,99.12
E01004403,Household with dependent children,Private rented or lives rent free,66,54,12,22.22
E01004403,No dependent children in household,Private rented or lives rent free,62,50,12,24
E01004403,Household with dependent children,Rented: Social rented,143,93,50,53.76
E01004403,No dependent children in household,Rented: Social rented,125,105,20,19.05
E01004404,Household with dependent children,Owned: Owns outright,10,7,3,42.86
E01004404,No dependent children in household,Owned: Owns outright,70,53,17,32.08
E01004404,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,105,65,40,61.54
E01004404,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,198,177,21,11.86
E01004404,Household with dependent children,Private rented or lives rent free,109,107,2,1.87
E01004404,No dependent children in household,Private rented or lives rent free,181,199,-18,-9.05
E01004404,Household with dependent children,Rented: Social rented,228,115,113,98.26
E01004404,No dependent children in household,Rented: Social rented,199,159,40,25.16
E01004405,Household with dependent children,Owned: Owns outright,22,15,7,46.67
E01004405,No dependent children in household,Owned: Owns outright,106,94,12,12.77
E01004405,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,87,72,15,20.83
E01004405,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,95,100,-5,-5
E01004405,Household with dependent children,Private rented or lives rent free,64,67,-3,-4.48
E01004405,No dependent children in household,Private rented or lives rent free,128,88,40,45.45
E01004405,Household with dependent children,Rented: Social rented,55,56,-1,-1.79
E01004405,No dependent children in household,Rented: Social rented,60,74,-14,-18.92
E01004406,Household with dependent children,Owned: Owns outright,15,11,4,36.36
E01004406,No dependent children in household,Owned: Owns outright,115,92,23,25
E01004406,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,67,62,5,8.06
E01004406,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,98,110,-12,-10.91
E01004406,Household with dependent children,Private rented or lives rent free,108,122,-14,-11.48
E01004406,No dependent children in household,Private rented or lives rent free,264,247,17,6.88
E01004406,Household with dependent children,Rented: Social rented,32,40,-8,-20
E01004406,No dependent children in household,Rented: Social rented,51,47,4,8.51
E01004407,Household with dependent children,Owned: Owns outright,5,2,3,150
E01004407,No dependent children in household,Owned: Owns outright,30,23,7,30.43
E01004407,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,23,22,1,4.55
E01004407,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,61,37,24,64.86
E01004407,Household with dependent children,Private rented or lives rent free,41,51,-10,-19.61
E01004407,No dependent children in household,Private rented or lives rent free,126,43,83,193.02
E01004407,Household with dependent children,Rented: Social rented,155,162,-7,-4.32
E01004407,No dependent children in household,Rented: Social rented,219,153,66,43.14
E01004408,Household with dependent children,Owned: Owns outright,17,22,-5,-22.73
E01004408,No dependent children in household,Owned: Owns outright,128,106,22,20.75
E01004408,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,87,85,2,2.35
E01004408,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,154,148,6,4.05
E01004408,Household with dependent children,Private rented or lives rent free,48,86,-38,-44.19
E01004408,No dependent children in household,Private rented or lives rent free,123,93,30,32.26
E01004408,Household with dependent children,Rented: Social rented,62,59,3,5.08
E01004408,No dependent children in household,Rented: Social rented,90,77,13,16.88
E01004409,Household with dependent children,Owned: Owns outright,18,18,0,0
E01004409,No dependent children in household,Owned: Owns outright,107,89,18,20.22
E01004409,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,56,64,-8,-12.5
E01004409,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,113,131,-18,-13.74
E01004409,Household with dependent children,Private rented or lives rent free,105,64,41,64.06
E01004409,No dependent children in household,Private rented or lives rent free,190,184,6,3.26
E01004409,Household with dependent children,Rented: Social rented,42,31,11,35.48
E01004409,No dependent children in household,Rented: Social rented,117,130,-13,-10
E01004410,Household with dependent children,Owned: Owns outright,8,7,1,14.29
E01004410,No dependent children in household,Owned: Owns outright,77,63,14,22.22
E01004410,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,49,55,-6,-10.91
E01004410,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,135,110,25,22.73
E01004410,Household with dependent children,Private rented or lives rent free,67,55,12,21.82
E01004410,No dependent children in household,Private rented or lives rent free,135,139,-4,-2.88
E01004410,Household with dependent children,Rented: Social rented,101,131,-30,-22.9
E01004410,No dependent children in household,Rented: Social rented,246,292,-46,-15.75
E01004411,Household with dependent children,Owned: Owns outright,27,21,6,28.57
E01004411,No dependent children in household,Owned: Owns outright,98,81,17,20.99
E01004411,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,57,52,5,9.62
E01004411,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,104,121,-17,-14.05
E01004411,Household with dependent children,Private rented or lives rent free,156,77,79,102.6
E01004411,No dependent children in household,Private rented or lives rent free,245,208,37,17.79
E01004411,Household with dependent children,Rented: Social rented,31,34,-3,-8.82
E01004411,No dependent children in household,Rented: Social rented,50,54,-4,-7.41
E01004412,Household with dependent children,Owned: Owns outright,21,25,-4,-16
E01004412,No dependent children in household,Owned: Owns outright,110,105,5,4.76
E01004412,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,98,86,12,13.95
E01004412,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,140,162,-22,-13.58
E01004412,Household with dependent children,Private rented or lives rent free,43,69,-26,-37.68
E01004412,No dependent children in household,Private rented or lives rent free,201,169,32,18.93
E01004412,Household with dependent children,Rented: Social rented,65,54,11,20.37
E01004412,No dependent children in household,Rented: Social rented,74,70,4,5.71
E01004413,Household with dependent children,Owned: Owns outright,13,10,3,30
E01004413,No dependent children in household,Owned: Owns outright,160,144,16,11.11
E01004413,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,74,100,-26,-26
E01004413,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,92,107,-15,-14.02
E01004413,Household with dependent children,Private rented or lives rent free,44,27,17,62.96
E01004413,No dependent children in household,Private rented or lives rent free,39,20,19,95
E01004413,Household with dependent children,Rented: Social rented,43,81,-38,-46.91
E01004413,No dependent children in household,Rented: Social rented,241,196,45,22.96
E01004414,Household with dependent children,Owned: Owns outright,18,29,-11,-37.93
E01004414,No dependent children in household,Owned: Owns outright,200,214,-14,-6.54
E01004414,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,122,136,-14,-10.29
E01004414,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,98,112,-14,-12.5
E01004414,Household with dependent children,Private rented or lives rent free,96,45,51,113.33
E01004414,No dependent children in household,Private rented or lives rent free,70,42,28,66.67
E01004414,Household with dependent children,Rented: Social rented,7,7,0,0
E01004414,No dependent children in household,Rented: Social rented,19,30,-11,-36.67
E01004415,Household with dependent children,Owned: Owns outright,19,15,4,26.67
E01004415,No dependent children in household,Owned: Owns outright,163,145,18,12.41
E01004415,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,106,123,-17,-13.82
E01004415,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,86,116,-30,-25.86
E01004415,Household with dependent children,Private rented or lives rent free,36,26,10,38.46
E01004415,No dependent children in household,Private rented or lives rent free,43,21,22,104.76
E01004415,Household with dependent children,Rented: Social rented,27,51,-24,-47.06
E01004415,No dependent children in household,Rented: Social rented,141,86,55,63.95
E01004416,Household with dependent children,Owned: Owns outright,15,14,1,7.14
E01004416,No dependent children in household,Owned: Owns outright,181,177,4,2.26
E01004416,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,148,141,7,4.96
E01004416,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,172,130,42,32.31
E01004416,Household with dependent children,Private rented or lives rent free,38,33,5,15.15
E01004416,No dependent children in household,Private rented or lives rent free,62,35,27,77.14
E01004416,Household with dependent children,Rented: Social rented,31,38,-7,-18.42
E01004416,No dependent children in household,Rented: Social rented,63,64,-1,-1.56
E01004417,Household with dependent children,Owned: Owns outright,20,22,-2,-9.09
E01004417,No dependent children in household,Owned: Owns outright,179,171,8,4.68
E01004417,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,105,103,2,1.94
E01004417,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,99,140,-41,-29.29
E01004417,Household with dependent children,Private rented or lives rent free,71,54,17,31.48
E01004417,No dependent children in household,Private rented or lives rent free,84,53,31,58.49
E01004417,Household with dependent children,Rented: Social rented,21,23,-2,-8.7
E01004417,No dependent children in household,Rented: Social rented,116,84,32,38.1
E01004418,Household with dependent children,Owned: Owns outright,22,21,1,4.76
E01004418,No dependent children in household,Owned: Owns outright,170,184,-14,-7.61
E01004418,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,131,117,14,11.97
E01004418,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,132,136,-4,-2.94
E01004418,Household with dependent children,Private rented or lives rent free,63,54,9,16.67
E01004418,No dependent children in household,Private rented or lives rent free,47,50,-3,-6
E01004418,Household with dependent children,Rented: Social rented,41,43,-2,-4.65
E01004418,No dependent children in household,Rented: Social rented,46,44,2,4.55
E01004419,Household with dependent children,Owned: Owns outright,21,16,5,31.25
E01004419,No dependent children in household,Owned: Owns outright,162,156,6,3.85
E01004419,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,153,84,69,82.14
E01004419,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,193,135,58,42.96
E01004419,Household with dependent children,Private rented or lives rent free,101,46,55,119.57
E01004419,No dependent children in household,Private rented or lives rent free,126,56,70,125
E01004419,Household with dependent children,Rented: Social rented,116,18,98,544.44
E01004419,No dependent children in household,Rented: Social rented,52,9,43,477.78
E01004420,Household with dependent children,Owned: Owns outright,20,24,-4,-16.67
E01004420,No dependent children in household,Owned: Owns outright,101,91,10,10.99
E01004420,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,74,80,-6,-7.5
E01004420,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,97,92,5,5.43
E01004420,Household with dependent children,Private rented or lives rent free,103,94,9,9.57
E01004420,No dependent children in household,Private rented or lives rent free,191,170,21,12.35
E01004420,Household with dependent children,Rented: Social rented,36,39,-3,-7.69
E01004420,No dependent children in household,Rented: Social rented,119,200,-81,-40.5
E01004421,Household with dependent children,Owned: Owns outright,43,44,-1,-2.27
E01004421,No dependent children in household,Owned: Owns outright,140,129,11,8.53
E01004421,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,91,93,-2,-2.15
E01004421,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,95,92,3,3.26
E01004421,Household with dependent children,Private rented or lives rent free,74,80,-6,-7.5
E01004421,No dependent children in household,Private rented or lives rent free,101,81,20,24.69
E01004421,Household with dependent children,Rented: Social rented,24,47,-23,-48.94
E01004421,No dependent children in household,Rented: Social rented,25,38,-13,-34.21
E01004422,Household with dependent children,Owned: Owns outright,32,20,12,60
E01004422,No dependent children in household,Owned: Owns outright,147,146,1,0.68
E01004422,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,127,102,25,24.51
E01004422,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,296,110,186,169.09
E01004422,Household with dependent children,Private rented or lives rent free,104,88,16,18.18
E01004422,No dependent children in household,Private rented or lives rent free,155,80,75,93.75
E01004422,Household with dependent children,Rented: Social rented,81,27,54,200
E01004422,No dependent children in household,Rented: Social rented,49,16,33,206.25
E01004423,Household with dependent children,Owned: Owns outright,24,19,5,26.32
E01004423,No dependent children in household,Owned: Owns outright,82,58,24,41.38
E01004423,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,69,44,25,56.82
E01004423,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,80,49,31,63.27
E01004423,Household with dependent children,Private rented or lives rent free,99,78,21,26.92
E01004423,No dependent children in household,Private rented or lives rent free,128,124,4,3.23
E01004423,Household with dependent children,Rented: Social rented,89,56,33,58.93
E01004423,No dependent children in household,Rented: Social rented,143,126,17,13.49
E01004424,Household with dependent children,Owned: Owns outright,48,9,39,433.33
E01004424,No dependent children in household,Owned: Owns outright,70,55,15,27.27
E01004424,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,62,72,-10,-13.89
E01004424,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,106,85,21,24.71
E01004424,Household with dependent children,Private rented or lives rent free,83,114,-31,-27.19
E01004424,No dependent children in household,Private rented or lives rent free,206,133,73,54.89
E01004424,Household with dependent children,Rented: Social rented,64,84,-20,-23.81
E01004424,No dependent children in household,Rented: Social rented,95,75,20,26.67
E01004425,Household with dependent children,Owned: Owns outright,11,7,4,57.14
E01004425,No dependent children in household,Owned: Owns outright,72,52,20,38.46
E01004425,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,89,105,-16,-15.24
E01004425,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,200,223,-23,-10.31
E01004425,Household with dependent children,Private rented or lives rent free,112,140,-28,-20
E01004425,No dependent children in household,Private rented or lives rent free,184,160,24,15
E01004425,Household with dependent children,Rented: Social rented,77,87,-10,-11.49
E01004425,No dependent children in household,Rented: Social rented,87,74,13,17.57
E01004426,Household with dependent children,Owned: Owns outright,31,37,-6,-16.22
E01004426,No dependent children in household,Owned: Owns outright,132,148,-16,-10.81
E01004426,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,108,110,-2,-1.82
E01004426,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,103,129,-26,-20.16
E01004426,Household with dependent children,Private rented or lives rent free,45,97,-52,-53.61
E01004426,No dependent children in household,Private rented or lives rent free,130,95,35,36.84
E01004426,Household with dependent children,Rented: Social rented,20,41,-21,-51.22
E01004426,No dependent children in household,Rented: Social rented,35,76,-41,-53.95
E01004427,Household with dependent children,Owned: Owns outright,8,10,-2,-20
E01004427,No dependent children in household,Owned: Owns outright,89,82,7,8.54
E01004427,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,71,78,-7,-8.97
E01004427,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,182,177,5,2.82
E01004427,Household with dependent children,Private rented or lives rent free,165,252,-87,-34.52
E01004427,No dependent children in household,Private rented or lives rent free,258,211,47,22.27
E01004427,Household with dependent children,Rented: Social rented,27,26,1,3.85
E01004427,No dependent children in household,Rented: Social rented,29,16,13,81.25
E01004428,Household with dependent children,Owned: Owns outright,4,13,-9,-69.23
E01004428,No dependent children in household,Owned: Owns outright,32,25,7,28
E01004428,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,41,35,6,17.14
E01004428,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,57,31,26,83.87
E01004428,Household with dependent children,Private rented or lives rent free,41,27,14,51.85
E01004428,No dependent children in household,Private rented or lives rent free,53,48,5,10.42
E01004428,Household with dependent children,Rented: Social rented,192,207,-15,-7.25
E01004428,No dependent children in household,Rented: Social rented,281,267,14,5.24
E01004429,Household with dependent children,Owned: Owns outright,12,15,-3,-20
E01004429,No dependent children in household,Owned: Owns outright,76,89,-13,-14.61
E01004429,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,50,44,6,13.64
E01004429,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,116,109,7,6.42
E01004429,Household with dependent children,Private rented or lives rent free,61,68,-7,-10.29
E01004429,No dependent children in household,Private rented or lives rent free,148,116,32,27.59
E01004429,Household with dependent children,Rented: Social rented,107,102,5,4.9
E01004429,No dependent children in household,Rented: Social rented,127,110,17,15.45
E01004430,Household with dependent children,Owned: Owns outright,21,23,-2,-8.7
E01004430,No dependent children in household,Owned: Owns outright,132,109,23,21.1
E01004430,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,80,56,24,42.86
E01004430,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,247,130,117,90
E01004430,Household with dependent children,Private rented or lives rent free,108,100,8,8
E01004430,No dependent children in household,Private rented or lives rent free,376,330,46,13.94
E01004430,Household with dependent children,Rented: Social rented,49,34,15,44.12
E01004430,No dependent children in household,Rented: Social rented,67,45,22,48.89
E01004432,Household with dependent children,Owned: Owns outright,22,19,3,15.79
E01004432,No dependent children in household,Owned: Owns outright,136,108,28,25.93
E01004432,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,91,89,2,2.25
E01004432,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,125,125,0,0
E01004432,Household with dependent children,Private rented or lives rent free,109,135,-26,-19.26
E01004432,No dependent children in household,Private rented or lives rent free,145,115,30,26.09
E01004432,Household with dependent children,Rented: Social rented,36,19,17,89.47
E01004432,No dependent children in household,Rented: Social rented,42,42,0,0
E01004434,Household with dependent children,Owned: Owns outright,22,24,-2,-8.33
E01004434,No dependent children in household,Owned: Owns outright,136,112,24,21.43
E01004434,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,72,77,-5,-6.49
E01004434,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,94,105,-11,-10.48
E01004434,Household with dependent children,Private rented or lives rent free,102,87,15,17.24
E01004434,No dependent children in household,Private rented or lives rent free,110,121,-11,-9.09
E01004434,Household with dependent children,Rented: Social rented,99,93,6,6.45
E01004434,No dependent children in household,Rented: Social rented,114,118,-4,-3.39
E01004435,Household with dependent children,Owned: Owns outright,19,19,0,0
E01004435,No dependent children in household,Owned: Owns outright,81,82,-1,-1.22
E01004435,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,61,87,-26,-29.89
E01004435,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,115,95,20,21.05
E01004435,Household with dependent children,Private rented or lives rent free,117,110,7,6.36
E01004435,No dependent children in household,Private rented or lives rent free,212,198,14,7.07
E01004435,Household with dependent children,Rented: Social rented,80,62,18,29.03
E01004435,No dependent children in household,Rented: Social rented,133,96,37,38.54
E01004436,Household with dependent children,Owned: Owns outright,26,23,3,13.04
