date,geography_code,c_age_name,hhtype_name,c_age_code,hhtype_code,obs_value
2001,E09000021,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,473
2001,E09000021,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1881
2001,E09000021,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1655
2001,E09000021,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,226
2001,E09000021,55 to pensionable age,All adults,25,0,9795
2001,E09000021,55 to pensionable age,In a couple household,25,1,7497
2001,E09000021,55 to pensionable age,Not in a couple household,25,2,2298
2001,E09000021,no dependent children in household,All adults,26,0,8633
2001,E09000021,no dependent children in household,In a couple household,26,1,6437
2001,E09000021,no dependent children in household,Not in a couple household,26,2,2196
2001,E09000021,"dependent children in household, youngest aged 0 to 4",All adults,27,0,160
2001,E09000021,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,151
2001,E09000021,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,9
2001,E09000021,"dependent children in household, youngest aged 5 to 9",All adults,28,0,141
2001,E09000021,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,125
2001,E09000021,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,16
2001,E09000021,"dependent children in household, youngest aged 10 to 15",All adults,29,0,437
2001,E09000021,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,404
2001,E09000021,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,33
2001,E09000021,"dependent children in household, youngest aged 16 to 18",All adults,30,0,424
2001,E09000021,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,380
2001,E09000021,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,44
2001,E09000021,Pensionable age to 74,All adults,31,0,12036
2001,E09000021,Pensionable age to 74,In a couple household,31,1,7983
2001,E09000021,Pensionable age to 74,Not in a couple household,31,2,4053
2001,E09000021,75 and over dependent children or not,All adults,32,0,9541
2001,E09000021,75 and over dependent children or not,In a couple household,32,1,3905
2001,E09000021,75 and over dependent children or not,Not in a couple household,32,2,5636
2001,E09000024,All Adults,All adults,0,0,146019
2001,E09000024,All Adults,In a couple household,0,1,94518
2001,E09000024,All Adults,Not in a couple household,0,2,51501
2001,E09000024,Aged 16 to 24,All adults,1,0,15877
2001,E09000024,Aged 16 to 24,In a couple household,1,1,9253
2001,E09000024,Aged 16 to 24,Not in a couple household,1,2,6624
2001,E09000024,no dependent children in household,All adults,2,0,10972
2001,E09000024,no dependent children in household,In a couple household,2,1,5692
2001,E09000024,no dependent children in household,Not in a couple household,2,2,5280
2001,E09000024,"dependent children in household, youngest aged 0 to 4",All adults,3,0,1590
2001,E09000024,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1035
2001,E09000024,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,555
2001,E09000024,"dependent children in household, youngest aged 5 to 9",All adults,4,0,650
2001,E09000024,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,475
2001,E09000024,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,175
2001,E09000024,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1694
2001,E09000024,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1276
2001,E09000024,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,418
2001,E09000024,"dependent children in household, youngest aged 16 to 18",All adults,6,0,971
2001,E09000024,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,775
2001,E09000024,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,196
2001,E09000024,Aged 25 to 34,All adults,7,0,37721
2001,E09000024,Aged 25 to 34,In a couple household,7,1,24204
2001,E09000024,Aged 25 to 34,Not in a couple household,7,2,13517
2001,E09000024,no dependent children in household,All adults,8,0,26398
2001,E09000024,no dependent children in household,In a couple household,8,1,14738
2001,E09000024,no dependent children in household,Not in a couple household,8,2,11660
2001,E09000024,"dependent children in household, youngest aged 0 to 4",All adults,9,0,8478
2001,E09000024,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,7555
2001,E09000024,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,923
2001,E09000024,"dependent children in household, youngest aged 5 to 9",All adults,10,0,1953
2001,E09000024,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1312
2001,E09000024,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,641
2001,E09000024,"dependent children in household, youngest aged 10 to 15",All adults,11,0,701
2001,E09000024,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,453
2001,E09000024,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,248
2001,E09000024,"dependent children in household, youngest aged 16 to 18",All adults,12,0,191
2001,E09000024,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,146
2001,E09000024,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,45
2001,E09000024,Aged 35 to 44,All adults,13,0,30556
2001,E09000024,Aged 35 to 44,In a couple household,13,1,21759
2001,E09000024,Aged 35 to 44,Not in a couple household,13,2,8797
2001,E09000024,no dependent children in household,All adults,14,0,12292
2001,E09000024,no dependent children in household,In a couple household,14,1,5875
2001,E09000024,no dependent children in household,Not in a couple household,14,2,6417
2001,E09000024,"dependent children in household, youngest aged 0 to 4",All adults,15,0,8206
2001,E09000024,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,7623
2001,E09000024,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,583
2001,E09000024,"dependent children in household, youngest aged 5 to 9",All adults,16,0,5489
2001,E09000024,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,4701
2001,E09000024,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,788
2001,E09000024,"dependent children in household, youngest aged 10 to 15",All adults,17,0,3947
2001,E09000024,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,3088
2001,E09000024,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,859
2001,E09000024,"dependent children in household, youngest aged 16 to 18",All adults,18,0,622
2001,E09000024,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,472
2001,E09000024,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,150
2001,E09000024,Aged 45 to 54,All adults,19,0,22858
2001,E09000024,Aged 45 to 54,In a couple household,19,1,16394
2001,E09000024,Aged 45 to 54,Not in a couple household,19,2,6464
2001,E09000024,no dependent children in household,All adults,20,0,14021
2001,E09000024,no dependent children in household,In a couple household,20,1,8588
2001,E09000024,no dependent children in household,Not in a couple household,20,2,5433
2001,E09000024,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1055
2001,E09000024,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,951
2001,E09000024,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,104
2001,E09000024,"dependent children in household, youngest aged 5 to 9",All adults,22,0,1779
2001,E09000024,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1613
2001,E09000024,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,166
2001,E09000024,"dependent children in household, youngest aged 10 to 15",All adults,23,0,4074
2001,E09000024,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,3565
2001,E09000024,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,509
2001,E09000024,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1929
2001,E09000024,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1677
2001,E09000024,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,252
2001,E09000024,55 to pensionable age,All adults,25,0,11813
2001,E09000024,55 to pensionable age,In a couple household,25,1,8638
2001,E09000024,55 to pensionable age,Not in a couple household,25,2,3175
2001,E09000024,no dependent children in household,All adults,26,0,10327
2001,E09000024,no dependent children in household,In a couple household,26,1,7336
2001,E09000024,no dependent children in household,Not in a couple household,26,2,2991
2001,E09000024,"dependent children in household, youngest aged 0 to 4",All adults,27,0,282
2001,E09000024,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,243
2001,E09000024,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,39
2001,E09000024,"dependent children in household, youngest aged 5 to 9",All adults,28,0,198
2001,E09000024,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,169
2001,E09000024,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,29
2001,E09000024,"dependent children in household, youngest aged 10 to 15",All adults,29,0,514
2001,E09000024,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,462
2001,E09000024,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,52
2001,E09000024,"dependent children in household, youngest aged 16 to 18",All adults,30,0,492
2001,E09000024,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,428
2001,E09000024,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,64
2001,E09000024,Pensionable age to 74,All adults,31,0,15968
2001,E09000024,Pensionable age to 74,In a couple household,31,1,9844
2001,E09000024,Pensionable age to 74,Not in a couple household,31,2,6124
2001,E09000024,75 and over dependent children or not,All adults,32,0,11226
2001,E09000024,75 and over dependent children or not,In a couple household,32,1,4426
2001,E09000024,75 and over dependent children or not,Not in a couple household,32,2,6800
2001,E09000026,All Adults,All adults,0,0,178204
2001,E09000026,All Adults,In a couple household,0,1,126336
2001,E09000026,All Adults,Not in a couple household,0,2,51868
2001,E09000026,Aged 16 to 24,All adults,1,0,19977
2001,E09000026,Aged 16 to 24,In a couple household,1,1,14174
2001,E09000026,Aged 16 to 24,Not in a couple household,1,2,5803
2001,E09000026,no dependent children in household,All adults,2,0,12407
2001,E09000026,no dependent children in household,In a couple household,2,1,8234
2001,E09000026,no dependent children in household,Not in a couple household,2,2,4173
2001,E09000026,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2024
2001,E09000026,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1529
2001,E09000026,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,495
2001,E09000026,"dependent children in household, youngest aged 5 to 9",All adults,4,0,1022
2001,E09000026,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,760
2001,E09000026,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,262
2001,E09000026,"dependent children in household, youngest aged 10 to 15",All adults,5,0,2760
2001,E09000026,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,2183
2001,E09000026,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,577
2001,E09000026,"dependent children in household, youngest aged 16 to 18",All adults,6,0,1764
2001,E09000026,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,1468
2001,E09000026,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,296
2001,E09000026,Aged 25 to 34,All adults,7,0,37210
2001,E09000026,Aged 25 to 34,In a couple household,7,1,26450
2001,E09000026,Aged 25 to 34,Not in a couple household,7,2,10760
2001,E09000026,no dependent children in household,All adults,8,0,21566
2001,E09000026,no dependent children in household,In a couple household,8,1,13215
2001,E09000026,no dependent children in household,Not in a couple household,8,2,8351
2001,E09000026,"dependent children in household, youngest aged 0 to 4",All adults,9,0,11577
2001,E09000026,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,10318
2001,E09000026,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1259
2001,E09000026,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2865
2001,E09000026,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,2074
2001,E09000026,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,791
2001,E09000026,"dependent children in household, youngest aged 10 to 15",All adults,11,0,888
2001,E09000026,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,589
2001,E09000026,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,299
2001,E09000026,"dependent children in household, youngest aged 16 to 18",All adults,12,0,314
2001,E09000026,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,254
2001,E09000026,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,60
2001,E09000026,Aged 35 to 44,All adults,13,0,36264
2001,E09000026,Aged 35 to 44,In a couple household,13,1,27423
2001,E09000026,Aged 35 to 44,Not in a couple household,13,2,8841
2001,E09000026,no dependent children in household,All adults,14,0,11133
2001,E09000026,no dependent children in household,In a couple household,14,1,5420
2001,E09000026,no dependent children in household,Not in a couple household,14,2,5713
2001,E09000026,"dependent children in household, youngest aged 0 to 4",All adults,15,0,9347
2001,E09000026,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,8670
2001,E09000026,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,677
2001,E09000026,"dependent children in household, youngest aged 5 to 9",All adults,16,0,8375
2001,E09000026,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,7283
2001,E09000026,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,1092
2001,E09000026,"dependent children in household, youngest aged 10 to 15",All adults,17,0,6390
2001,E09000026,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,5200
2001,E09000026,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1190
2001,E09000026,"dependent children in household, youngest aged 16 to 18",All adults,18,0,1019
2001,E09000026,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,850
2001,E09000026,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,169
2001,E09000026,Aged 45 to 54,All adults,19,0,30527
2001,E09000026,Aged 45 to 54,In a couple household,19,1,23568
2001,E09000026,Aged 45 to 54,Not in a couple household,19,2,6959
2001,E09000026,no dependent children in household,All adults,20,0,17578
2001,E09000026,no dependent children in household,In a couple household,20,1,11965
2001,E09000026,no dependent children in household,Not in a couple household,20,2,5613
2001,E09000026,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1421
2001,E09000026,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1313
2001,E09000026,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,108
2001,E09000026,"dependent children in household, youngest aged 5 to 9",All adults,22,0,2351
2001,E09000026,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,2150
2001,E09000026,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,201
2001,E09000026,"dependent children in household, youngest aged 10 to 15",All adults,23,0,5947
2001,E09000026,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,5281
2001,E09000026,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,666
2001,E09000026,"dependent children in household, youngest aged 16 to 18",All adults,24,0,3230
2001,E09000026,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,2859
2001,E09000026,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,371
2001,E09000026,55 to pensionable age,All adults,25,0,17081
2001,E09000026,55 to pensionable age,In a couple household,25,1,13186
2001,E09000026,55 to pensionable age,Not in a couple household,25,2,3895
2001,E09000026,no dependent children in household,All adults,26,0,14915
2001,E09000026,no dependent children in household,In a couple household,26,1,11201
2001,E09000026,no dependent children in household,Not in a couple household,26,2,3714
2001,E09000026,"dependent children in household, youngest aged 0 to 4",All adults,27,0,574
2001,E09000026,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,532
2001,E09000026,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,42
2001,E09000026,"dependent children in household, youngest aged 5 to 9",All adults,28,0,321
2001,E09000026,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,296
2001,E09000026,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,25
2001,E09000026,"dependent children in household, youngest aged 10 to 15",All adults,29,0,647
2001,E09000026,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,600
2001,E09000026,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,47
2001,E09000026,"dependent children in household, youngest aged 16 to 18",All adults,30,0,624
2001,E09000026,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,557
2001,E09000026,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,67
2001,E09000026,Pensionable age to 74,All adults,31,0,21925
2001,E09000026,Pensionable age to 74,In a couple household,31,1,14745
2001,E09000026,Pensionable age to 74,Not in a couple household,31,2,7180
2001,E09000026,75 and over dependent children or not,All adults,32,0,15220
2001,E09000026,75 and over dependent children or not,In a couple household,32,1,6790
2001,E09000026,75 and over dependent children or not,Not in a couple household,32,2,8430
2001,E09000027,All Adults,All adults,0,0,133761
2001,E09000027,All Adults,In a couple household,0,1,87674
2001,E09000027,All Adults,Not in a couple household,0,2,46087
2001,E09000027,Aged 16 to 24,All adults,1,0,11194
2001,E09000027,Aged 16 to 24,In a couple household,1,1,6319
2001,E09000027,Aged 16 to 24,Not in a couple household,1,2,4875
2001,E09000027,no dependent children in household,All adults,2,0,8320
2001,E09000027,no dependent children in household,In a couple household,2,1,4179
2001,E09000027,no dependent children in household,Not in a couple household,2,2,4141
2001,E09000027,"dependent children in household, youngest aged 0 to 4",All adults,3,0,817
2001,E09000027,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,587
2001,E09000027,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,230
2001,E09000027,"dependent children in household, youngest aged 5 to 9",All adults,4,0,368
2001,E09000027,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,264
2001,E09000027,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,104
2001,E09000027,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1039
2001,E09000027,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,784
2001,E09000027,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,255
2001,E09000027,"dependent children in household, youngest aged 16 to 18",All adults,6,0,650
2001,E09000027,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,505
2001,E09000027,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,145
2001,E09000027,Aged 25 to 34,All adults,7,0,29807
2001,E09000027,Aged 25 to 34,In a couple household,7,1,19760
2001,E09000027,Aged 25 to 34,Not in a couple household,7,2,10047
2001,E09000027,no dependent children in household,All adults,8,0,22051
2001,E09000027,no dependent children in household,In a couple household,8,1,12968
2001,E09000027,no dependent children in household,Not in a couple household,8,2,9083
2001,E09000027,"dependent children in household, youngest aged 0 to 4",All adults,9,0,6289
2001,E09000027,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,5800
2001,E09000027,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,489
2001,E09000027,"dependent children in household, youngest aged 5 to 9",All adults,10,0,964
2001,E09000027,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,660
2001,E09000027,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,304
2001,E09000027,"dependent children in household, youngest aged 10 to 15",All adults,11,0,385
2001,E09000027,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,242
2001,E09000027,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,143
2001,E09000027,"dependent children in household, youngest aged 16 to 18",All adults,12,0,118
2001,E09000027,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,90
2001,E09000027,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,28
2001,E09000027,Aged 35 to 44,All adults,13,0,30137
2001,E09000027,Aged 35 to 44,In a couple household,13,1,22125
2001,E09000027,Aged 35 to 44,Not in a couple household,13,2,8012
2001,E09000027,no dependent children in household,All adults,14,0,12416
2001,E09000027,no dependent children in household,In a couple household,14,1,5937
2001,E09000027,no dependent children in household,Not in a couple household,14,2,6479
2001,E09000027,"dependent children in household, youngest aged 0 to 4",All adults,15,0,9443
2001,E09000027,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,9069
2001,E09000027,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,374
2001,E09000027,"dependent children in household, youngest aged 5 to 9",All adults,16,0,5083
2001,E09000027,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,4510
2001,E09000027,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,573
2001,E09000027,"dependent children in household, youngest aged 10 to 15",All adults,17,0,2840
2001,E09000027,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,2345
2001,E09000027,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,495
2001,E09000027,"dependent children in household, youngest aged 16 to 18",All adults,18,0,355
2001,E09000027,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,264
2001,E09000027,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,91
2001,E09000027,Aged 45 to 54,All adults,19,0,23906
2001,E09000027,Aged 45 to 54,In a couple household,19,1,17034
2001,E09000027,Aged 45 to 54,Not in a couple household,19,2,6872
2001,E09000027,no dependent children in household,All adults,20,0,14077
2001,E09000027,no dependent children in household,In a couple household,20,1,8272
2001,E09000027,no dependent children in household,Not in a couple household,20,2,5805
2001,E09000027,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1099
2001,E09000027,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1055
2001,E09000027,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,44
2001,E09000027,"dependent children in household, youngest aged 5 to 9",All adults,22,0,2146
2001,E09000027,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1979
2001,E09000027,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,167
2001,E09000027,"dependent children in household, youngest aged 10 to 15",All adults,23,0,4601
2001,E09000027,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,4049
2001,E09000027,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,552
2001,E09000027,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1983
2001,E09000027,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1679
2001,E09000027,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,304
2001,E09000027,55 to pensionable age,All adults,25,0,12552
2001,E09000027,55 to pensionable age,In a couple household,25,1,8974
2001,E09000027,55 to pensionable age,Not in a couple household,25,2,3578
2001,E09000027,no dependent children in household,All adults,26,0,11053
2001,E09000027,no dependent children in household,In a couple household,26,1,7609
2001,E09000027,no dependent children in household,Not in a couple household,26,2,3444
2001,E09000027,"dependent children in household, youngest aged 0 to 4",All adults,27,0,186
2001,E09000027,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,163
2001,E09000027,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,23
2001,E09000027,"dependent children in household, youngest aged 5 to 9",All adults,28,0,179
2001,E09000027,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,167
2001,E09000027,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,12
2001,E09000027,"dependent children in household, youngest aged 10 to 15",All adults,29,0,564
2001,E09000027,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,519
2001,E09000027,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,45
2001,E09000027,"dependent children in household, youngest aged 16 to 18",All adults,30,0,570
2001,E09000027,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,516
2001,E09000027,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,54
2001,E09000027,Pensionable age to 74,All adults,31,0,14597
2001,E09000027,Pensionable age to 74,In a couple household,31,1,8904
2001,E09000027,Pensionable age to 74,Not in a couple household,31,2,5693
2001,E09000027,75 and over dependent children or not,All adults,32,0,11568
2001,E09000027,75 and over dependent children or not,In a couple household,32,1,4558
2001,E09000027,75 and over dependent children or not,Not in a couple household,32,2,7010
2001,E09000029,All Adults,All adults,0,0,136158
2001,E09000029,All Adults,In a couple household,0,1,94702
2001,E09000029,All Adults,Not in a couple household,0,2,41456
2001,E09000029,Aged 16 to 24,All adults,1,0,13753
2001,E09000029,Aged 16 to 24,In a couple household,1,1,9268
2001,E09000029,Aged 16 to 24,Not in a couple household,1,2,4485
2001,E09000029,no dependent children in household,All adults,2,0,9283
2001,E09000029,no dependent children in household,In a couple household,2,1,5877
2001,E09000029,no dependent children in household,Not in a couple household,2,2,3406
2001,E09000029,"dependent children in household, youngest aged 0 to 4",All adults,3,0,1569
2001,E09000029,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1071
2001,E09000029,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,498
2001,E09000029,"dependent children in household, youngest aged 5 to 9",All adults,4,0,498
2001,E09000029,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,360
2001,E09000029,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,138
2001,E09000029,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1490
2001,E09000029,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1196
2001,E09000029,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,294
2001,E09000029,"dependent children in household, youngest aged 16 to 18",All adults,6,0,913
2001,E09000029,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,764
2001,E09000029,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,149
2001,E09000029,Aged 25 to 34,All adults,7,0,29055
2001,E09000029,Aged 25 to 34,In a couple household,7,1,20438
2001,E09000029,Aged 25 to 34,Not in a couple household,7,2,8617
2001,E09000029,no dependent children in household,All adults,8,0,17625
2001,E09000029,no dependent children in household,In a couple household,8,1,10779
2001,E09000029,no dependent children in household,Not in a couple household,8,2,6846
2001,E09000029,"dependent children in household, youngest aged 0 to 4",All adults,9,0,8400
2001,E09000029,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,7555
2001,E09000029,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,845
2001,E09000029,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2240
2001,E09000029,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1580
2001,E09000029,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,660
2001,E09000029,"dependent children in household, youngest aged 10 to 15",All adults,11,0,646
2001,E09000029,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,401
2001,E09000029,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,245
2001,E09000029,"dependent children in household, youngest aged 16 to 18",All adults,12,0,144
2001,E09000029,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,123
2001,E09000029,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,21
2001,E09000029,Aged 35 to 44,All adults,13,0,28868
2001,E09000029,Aged 35 to 44,In a couple household,13,1,21651
2001,E09000029,Aged 35 to 44,Not in a couple household,13,2,7217
2001,E09000029,no dependent children in household,All adults,14,0,9912
2001,E09000029,no dependent children in household,In a couple household,14,1,4866
2001,E09000029,no dependent children in household,Not in a couple household,14,2,5046
2001,E09000029,"dependent children in household, youngest aged 0 to 4",All adults,15,0,6844
2001,E09000029,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,6433
2001,E09000029,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,411
2001,E09000029,"dependent children in household, youngest aged 5 to 9",All adults,16,0,6559
2001,E09000029,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,5786
2001,E09000029,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,773
2001,E09000029,"dependent children in household, youngest aged 10 to 15",All adults,17,0,4877
2001,E09000029,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,4030
2001,E09000029,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,847
2001,E09000029,"dependent children in household, youngest aged 16 to 18",All adults,18,0,676
2001,E09000029,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,536
2001,E09000029,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,140
2001,E09000029,Aged 45 to 54,All adults,19,0,22837
2001,E09000029,Aged 45 to 54,In a couple household,19,1,17542
2001,E09000029,Aged 45 to 54,Not in a couple household,19,2,5295
2001,E09000029,no dependent children in household,All adults,20,0,14218
