date,geography_code,c2021_hh_depchild_6b_name,c2021_hhfamtype_6_name,c2021_hh_depchild_6b_code,c2021_hhfamtype_6_code,obs_value
2021,E09000026,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,7130
2021,E09000026,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,541
2021,E09000026,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2621
2021,E09000026,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,65
2021,E09000026,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,4104
2021,E09000026,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000026,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2673
2021,E09000026,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,221
2021,E09000026,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1188
2021,E09000026,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,22
2021,E09000027,Total,Total,0,0,80706
2021,E09000027,Total,One-person household,0,_1,23871
2021,E09000027,Total,Married or civil partnership couple household,0,_2,37039
2021,E09000027,Total,Cohabiting couple household,0,_3,9517
2021,E09000027,Total,Lone parent household,0,_4,7872
2021,E09000027,Total,Multi-person household,0,_5,2407
2021,E09000027,No dependent children in household,Total,_0,0,54469
2021,E09000027,No dependent children in household,One-person household,_0,_1,23864
2021,E09000027,No dependent children in household,Married or civil partnership couple household,_0,_2,18357
2021,E09000027,No dependent children in household,Cohabiting couple household,_0,_3,6727
2021,E09000027,No dependent children in household,Lone parent household,_0,_4,3154
2021,E09000027,No dependent children in household,Multi-person household,_0,_5,2367
2021,E09000027,Youngest dependent child,Total,1001,0,26237
2021,E09000027,Youngest dependent child,One-person household,1001,_1,7
2021,E09000027,Youngest dependent child,Married or civil partnership couple household,1001,_2,18682
2021,E09000027,Youngest dependent child,Cohabiting couple household,1001,_3,2790
2021,E09000027,Youngest dependent child,Lone parent household,1001,_4,4718
2021,E09000027,Youngest dependent child,Multi-person household,1001,_5,40
2021,E09000027,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,8922
2021,E09000027,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,1
2021,E09000027,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,6574
2021,E09000027,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1329
2021,E09000027,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1011
2021,E09000027,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,7
2021,E09000027,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,7164
2021,E09000027,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,0
2021,E09000027,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,5130
2021,E09000027,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,693
2021,E09000027,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1326
2021,E09000027,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,15
2021,E09000027,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,7549
2021,E09000027,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,6
2021,E09000027,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,5259
2021,E09000027,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,562
2021,E09000027,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1705
2021,E09000027,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,17
2021,E09000027,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2602
2021,E09000027,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000027,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1719
2021,E09000027,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,206
2021,E09000027,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,676
2021,E09000027,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,1
2021,E09000028,Total,Total,0,0,130818
2021,E09000028,Total,One-person household,0,_1,43348
2021,E09000028,Total,Married or civil partnership couple household,0,_2,30250
2021,E09000028,Total,Cohabiting couple household,0,_3,20146
2021,E09000028,Total,Lone parent household,0,_4,22496
2021,E09000028,Total,Multi-person household,0,_5,14578
2021,E09000028,No dependent children in household,Total,_0,0,97773
2021,E09000028,No dependent children in household,One-person household,_0,_1,43339
2021,E09000028,No dependent children in household,Married or civil partnership couple household,_0,_2,15611
2021,E09000028,No dependent children in household,Cohabiting couple household,_0,_3,15901
2021,E09000028,No dependent children in household,Lone parent household,_0,_4,8585
2021,E09000028,No dependent children in household,Multi-person household,_0,_5,14337
2021,E09000028,Youngest dependent child,Total,1001,0,33045
2021,E09000028,Youngest dependent child,One-person household,1001,_1,9
2021,E09000028,Youngest dependent child,Married or civil partnership couple household,1001,_2,14639
2021,E09000028,Youngest dependent child,Cohabiting couple household,1001,_3,4245
2021,E09000028,Youngest dependent child,Lone parent household,1001,_4,13911
2021,E09000028,Youngest dependent child,Multi-person household,1001,_5,241
2021,E09000028,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,13201
2021,E09000028,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,6
2021,E09000028,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,6714
2021,E09000028,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2193
2021,E09000028,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,4236
2021,E09000028,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,52
2021,E09000028,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8371
2021,E09000028,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,2
2021,E09000028,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,3575
2021,E09000028,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,996
2021,E09000028,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,3703
2021,E09000028,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,95
2021,E09000028,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8402
2021,E09000028,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,1
2021,E09000028,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,3255
2021,E09000028,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,827
2021,E09000028,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,4234
2021,E09000028,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,85
2021,E09000028,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3071
2021,E09000028,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000028,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1095
2021,E09000028,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,229
2021,E09000028,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1738
2021,E09000028,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,9
2021,E09000029,Total,Total,0,0,82349
2021,E09000029,Total,One-person household,0,_1,22197
2021,E09000029,Total,Married or civil partnership couple household,0,_2,38101
2021,E09000029,Total,Cohabiting couple household,0,_3,9481
2021,E09000029,Total,Lone parent household,0,_4,10786
2021,E09000029,Total,Multi-person household,0,_5,1784
2021,E09000029,No dependent children in household,Total,_0,0,53288
2021,E09000029,No dependent children in household,One-person household,_0,_1,22194
2021,E09000029,No dependent children in household,Married or civil partnership couple household,_0,_2,19300
2021,E09000029,No dependent children in household,Cohabiting couple household,_0,_3,5845
2021,E09000029,No dependent children in household,Lone parent household,_0,_4,4230
2021,E09000029,No dependent children in household,Multi-person household,_0,_5,1719
2021,E09000029,Youngest dependent child,Total,1001,0,29061
2021,E09000029,Youngest dependent child,One-person household,1001,_1,3
2021,E09000029,Youngest dependent child,Married or civil partnership couple household,1001,_2,18801
2021,E09000029,Youngest dependent child,Cohabiting couple household,1001,_3,3636
2021,E09000029,Youngest dependent child,Lone parent household,1001,_4,6556
2021,E09000029,Youngest dependent child,Multi-person household,1001,_5,65
2021,E09000029,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,10592
2021,E09000029,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,3
2021,E09000029,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,6751
2021,E09000029,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1875
2021,E09000029,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1943
2021,E09000029,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,20
2021,E09000029,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,7808
2021,E09000029,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,0
2021,E09000029,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,5231
2021,E09000029,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,839
2021,E09000029,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1724
2021,E09000029,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,14
2021,E09000029,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,7819
2021,E09000029,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,0
2021,E09000029,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,5025
2021,E09000029,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,697
2021,E09000029,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2070
2021,E09000029,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,27
2021,E09000029,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2842
2021,E09000029,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000029,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1794
2021,E09000029,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,225
2021,E09000029,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,819
2021,E09000029,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,4
2021,E09000030,Total,Total,0,0,120537
2021,E09000030,Total,One-person household,0,_1,38531
2021,E09000030,Total,Married or civil partnership couple household,0,_2,34877
2021,E09000030,Total,Cohabiting couple household,0,_3,17913
2021,E09000030,Total,Lone parent household,0,_4,14360
2021,E09000030,Total,Multi-person household,0,_5,14856
2021,E09000030,No dependent children in household,Total,_0,0,87718
2021,E09000030,No dependent children in household,One-person household,_0,_1,38517
2021,E09000030,No dependent children in household,Married or civil partnership couple household,_0,_2,14166
2021,E09000030,No dependent children in household,Cohabiting couple household,_0,_3,15096
2021,E09000030,No dependent children in household,Lone parent household,_0,_4,5318
2021,E09000030,No dependent children in household,Multi-person household,_0,_5,14621
2021,E09000030,Youngest dependent child,Total,1001,0,32819
2021,E09000030,Youngest dependent child,One-person household,1001,_1,14
2021,E09000030,Youngest dependent child,Married or civil partnership couple household,1001,_2,20711
2021,E09000030,Youngest dependent child,Cohabiting couple household,1001,_3,2817
2021,E09000030,Youngest dependent child,Lone parent household,1001,_4,9042
2021,E09000030,Youngest dependent child,Multi-person household,1001,_5,235
2021,E09000030,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,15223
2021,E09000030,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,4
2021,E09000030,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,10085
2021,E09000030,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1786
2021,E09000030,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,3284
2021,E09000030,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,64
2021,E09000030,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8355
2021,E09000030,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,5
2021,E09000030,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,5310
2021,E09000030,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,589
2021,E09000030,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2395
2021,E09000030,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,56
2021,E09000030,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,6919
2021,E09000030,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,5
2021,E09000030,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4059
2021,E09000030,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,345
2021,E09000030,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2423
2021,E09000030,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,87
2021,E09000030,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2322
2021,E09000030,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000030,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1257
2021,E09000030,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,97
2021,E09000030,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,940
2021,E09000030,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,28
2021,E09000031,Total,Total,0,0,102898
2021,E09000031,Total,One-person household,0,_1,26696
2021,E09000031,Total,Married or civil partnership couple household,0,_2,38450
2021,E09000031,Total,Cohabiting couple household,0,_3,15173
2021,E09000031,Total,Lone parent household,0,_4,16951
2021,E09000031,Total,Multi-person household,0,_5,5628
2021,E09000031,No dependent children in household,Total,_0,0,67152
2021,E09000031,No dependent children in household,One-person household,_0,_1,26691
2021,E09000031,No dependent children in household,Married or civil partnership couple household,_0,_2,18004
2021,E09000031,No dependent children in household,Cohabiting couple household,_0,_3,10153
2021,E09000031,No dependent children in household,Lone parent household,_0,_4,6861
2021,E09000031,No dependent children in household,Multi-person household,_0,_5,5443
2021,E09000031,Youngest dependent child,Total,1001,0,35746
2021,E09000031,Youngest dependent child,One-person household,1001,_1,5
2021,E09000031,Youngest dependent child,Married or civil partnership couple household,1001,_2,20446
2021,E09000031,Youngest dependent child,Cohabiting couple household,1001,_3,5020
2021,E09000031,Youngest dependent child,Lone parent household,1001,_4,10090
2021,E09000031,Youngest dependent child,Multi-person household,1001,_5,185
2021,E09000031,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,15217
2021,E09000031,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,2
2021,E09000031,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,9343
2021,E09000031,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2902
2021,E09000031,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2911
2021,E09000031,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,59
2021,E09000031,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8956
2021,E09000031,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,1
2021,E09000031,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,5047
2021,E09000031,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,1118
2021,E09000031,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2743
2021,E09000031,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,47
2021,E09000031,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8355
2021,E09000031,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,2
2021,E09000031,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4472
2021,E09000031,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,742
2021,E09000031,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,3069
2021,E09000031,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,70
2021,E09000031,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3218
2021,E09000031,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000031,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1584
2021,E09000031,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,258
2021,E09000031,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1367
2021,E09000031,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,9
2021,E09000032,Total,Total,0,0,137392
2021,E09000032,Total,One-person household,0,_1,41130
2021,E09000032,Total,Married or civil partnership couple household,0,_2,41558
2021,E09000032,Total,Cohabiting couple household,0,_3,22141
2021,E09000032,Total,Lone parent household,0,_4,15768
2021,E09000032,Total,Multi-person household,0,_5,16795
2021,E09000032,No dependent children in household,Total,_0,0,103082
2021,E09000032,No dependent children in household,One-person household,_0,_1,41126
2021,E09000032,No dependent children in household,Married or civil partnership couple household,_0,_2,20038
2021,E09000032,No dependent children in household,Cohabiting couple household,_0,_3,18733
2021,E09000032,No dependent children in household,Lone parent household,_0,_4,6490
2021,E09000032,No dependent children in household,Multi-person household,_0,_5,16695
2021,E09000032,Youngest dependent child,Total,1001,0,34310
2021,E09000032,Youngest dependent child,One-person household,1001,_1,4
2021,E09000032,Youngest dependent child,Married or civil partnership couple household,1001,_2,21520
2021,E09000032,Youngest dependent child,Cohabiting couple household,1001,_3,3408
2021,E09000032,Youngest dependent child,Lone parent household,1001,_4,9278
2021,E09000032,Youngest dependent child,Multi-person household,1001,_5,100
2021,E09000032,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,14831
2021,E09000032,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,2
2021,E09000032,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,10090
2021,E09000032,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1940
2021,E09000032,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2777
2021,E09000032,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,22
2021,E09000032,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8603
2021,E09000032,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,0
2021,E09000032,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,5264
2021,E09000032,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,734
2021,E09000032,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2577
2021,E09000032,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,28
2021,E09000032,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8053
2021,E09000032,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,2
2021,E09000032,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4633
2021,E09000032,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,561
2021,E09000032,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2813
2021,E09000032,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,44
2021,E09000032,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2823
2021,E09000032,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000032,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1533
2021,E09000032,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,173
2021,E09000032,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1111
2021,E09000032,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,6
2021,E09000033,Total,Total,0,0,94813
2021,E09000033,Total,One-person household,0,_1,40443
2021,E09000033,Total,Married or civil partnership couple household,0,_2,24634
2021,E09000033,Total,Cohabiting couple household,0,_3,9974
2021,E09000033,Total,Lone parent household,0,_4,10847
2021,E09000033,Total,Multi-person household,0,_5,8915
2021,E09000033,No dependent children in household,Total,_0,0,76650
2021,E09000033,No dependent children in household,One-person household,_0,_1,40418
2021,E09000033,No dependent children in household,Married or civil partnership couple household,_0,_2,13756
2021,E09000033,No dependent children in household,Cohabiting couple household,_0,_3,8566
2021,E09000033,No dependent children in household,Lone parent household,_0,_4,5116
2021,E09000033,No dependent children in household,Multi-person household,_0,_5,8794
2021,E09000033,Youngest dependent child,Total,1001,0,18163
2021,E09000033,Youngest dependent child,One-person household,1001,_1,25
2021,E09000033,Youngest dependent child,Married or civil partnership couple household,1001,_2,10878
2021,E09000033,Youngest dependent child,Cohabiting couple household,1001,_3,1408
2021,E09000033,Youngest dependent child,Lone parent household,1001,_4,5731
2021,E09000033,Youngest dependent child,Multi-person household,1001,_5,121
2021,E09000033,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,6888
2021,E09000033,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,8
2021,E09000033,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,4483
2021,E09000033,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,787
2021,E09000033,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1568
2021,E09000033,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,42
2021,E09000033,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,4283
2021,E09000033,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,3
2021,E09000033,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,2624
2021,E09000033,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,287
2021,E09000033,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1347
2021,E09000033,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,22
2021,E09000033,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,4840
2021,E09000033,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,14
2021,E09000033,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,2628
2021,E09000033,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,254
2021,E09000033,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1892
2021,E09000033,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,52
2021,E09000033,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2152
2021,E09000033,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000033,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1143
2021,E09000033,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,80
2021,E09000033,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,924
2021,E09000033,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,5
