lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,ethnic_group_20,observation
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,203
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,"White: English, Welsh, Scottish, Northern Irish or British",2510
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,White: Irish,90
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,White: Gypsy or Irish Traveller,7
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,White: Roma,20
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,White: Other White,1074
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,Other ethnic group: Arab,112
E09000032,Wandsworth,Single family household: Lone parent family: With dependent children,Other ethnic group: Any other ethnic group,363
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Bangladeshi",29
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Chinese",65
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Indian",196
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Pakistani",147
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Other Asian",157
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: African",672
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",920
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Other Black",142
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Asian,24
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black African,39
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black Caribbean,95
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,77
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,"White: English, Welsh, Scottish, Northern Irish or British",2207
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,White: Irish,212
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,White: Gypsy or Irish Traveller,2
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,White: Roma,8
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,White: Other White,486
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,Other ethnic group: Arab,84
E09000032,Wandsworth,Single family household: Lone parent family: All children non-dependent,Other ethnic group: Any other ethnic group,203
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Chinese",46
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Indian",61
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Pakistani",102
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Asian, Asian British or Asian Welsh: Other Asian",72
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Black, Black British, Black Welsh, Caribbean or African: African",165
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",111
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"Black, Black British, Black Welsh, Caribbean or African: Other Black",20
E09000032,Wandsworth,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: White and Asian,62
E09000032,Wandsworth,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: White and Black African,19
E09000032,Wandsworth,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: White and Black Caribbean,34
E09000032,Wandsworth,Other household types: Other related household: Other family composition,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,47
E09000032,Wandsworth,Other household types: Other related household: Other family composition,"White: English, Welsh, Scottish, Northern Irish or British",1179
E09000032,Wandsworth,Other household types: Other related household: Other family composition,White: Irish,46
E09000032,Wandsworth,Other household types: Other related household: Other family composition,White: Gypsy or Irish Traveller,0
E09000032,Wandsworth,Other household types: Other related household: Other family composition,White: Roma,73
E09000032,Wandsworth,Other household types: Other related household: Other family composition,White: Other White,590
E09000032,Wandsworth,Other household types: Other related household: Other family composition,Other ethnic group: Arab,44
E09000032,Wandsworth,Other household types: Other related household: Other family composition,Other ethnic group: Any other ethnic group,101
E09000032,Wandsworth,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Bangladeshi",43
E09000032,Wandsworth,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Chinese",57
E09000032,Wandsworth,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Indian",169
E09000032,Wandsworth,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Pakistani",367
E09000032,Wandsworth,Other household types: With dependent children,"Asian, Asian British or Asian Welsh: Other Asian",178
E09000032,Wandsworth,Other household types: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: African",343
E09000032,Wandsworth,Other household types: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",176
E09000032,Wandsworth,Other household types: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",46
E09000032,Wandsworth,Other household types: With dependent children,Mixed or Multiple ethnic groups: White and Asian,31
E09000032,Wandsworth,Other household types: With dependent children,Mixed or Multiple ethnic groups: White and Black African,18
E09000032,Wandsworth,Other household types: With dependent children,Mixed or Multiple ethnic groups: White and Black Caribbean,50
E09000032,Wandsworth,Other household types: With dependent children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,60
E09000032,Wandsworth,Other household types: With dependent children,"White: English, Welsh, Scottish, Northern Irish or British",937
E09000032,Wandsworth,Other household types: With dependent children,White: Irish,39
E09000032,Wandsworth,Other household types: With dependent children,White: Gypsy or Irish Traveller,0
E09000032,Wandsworth,Other household types: With dependent children,White: Roma,18
E09000032,Wandsworth,Other household types: With dependent children,White: Other White,713
E09000032,Wandsworth,Other household types: With dependent children,Other ethnic group: Arab,37
E09000032,Wandsworth,Other household types: With dependent children,Other ethnic group: Any other ethnic group,160
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Asian, Asian British or Asian Welsh: Bangladeshi",36
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Asian, Asian British or Asian Welsh: Chinese",202
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Asian, Asian British or Asian Welsh: Indian",478
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Asian, Asian British or Asian Welsh: Pakistani",250
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Asian, Asian British or Asian Welsh: Other Asian",437
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Black, Black British, Black Welsh, Caribbean or African: African",477
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Black, Black British, Black Welsh, Caribbean or African: Caribbean",262
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","Black, Black British, Black Welsh, Caribbean or African: Other Black",73
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",Mixed or Multiple ethnic groups: White and Asian,256
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",Mixed or Multiple ethnic groups: White and Black African,93
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",Mixed or Multiple ethnic groups: White and Black Caribbean,156
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,269
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over","White: English, Welsh, Scottish, Northern Irish or British",10385
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Irish,678
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Gypsy or Irish Traveller,6
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Roma,186
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Other White,3735
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",Other ethnic group: Arab,78
E09000032,Wandsworth,"Other household types: Other, including all full-time students and all aged 66 years and over",Other ethnic group: Any other ethnic group,427
E09000033,Westminster,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Bangladeshi",34
E09000033,Westminster,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Chinese",137
E09000033,Westminster,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Indian",219
E09000033,Westminster,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Pakistani",99
E09000033,Westminster,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Other Asian",336
E09000033,Westminster,One-person household: Aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: African",224
E09000033,Westminster,One-person household: Aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",325
E09000033,Westminster,One-person household: Aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Other Black",52
E09000033,Westminster,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: White and Asian,41
E09000033,Westminster,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: White and Black African,40
E09000033,Westminster,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: White and Black Caribbean,33
E09000033,Westminster,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,83
E09000033,Westminster,One-person household: Aged 66 years and over,"White: English, Welsh, Scottish, Northern Irish or British",5260
E09000033,Westminster,One-person household: Aged 66 years and over,White: Irish,514
E09000033,Westminster,One-person household: Aged 66 years and over,White: Gypsy or Irish Traveller,1
E09000033,Westminster,One-person household: Aged 66 years and over,White: Roma,13
E09000033,Westminster,One-person household: Aged 66 years and over,White: Other White,1298
E09000033,Westminster,One-person household: Aged 66 years and over,Other ethnic group: Arab,368
E09000033,Westminster,One-person household: Aged 66 years and over,Other ethnic group: Any other ethnic group,420
E09000033,Westminster,One-person household: Other,"Asian, Asian British or Asian Welsh: Bangladeshi",159
E09000033,Westminster,One-person household: Other,"Asian, Asian British or Asian Welsh: Chinese",1338
E09000033,Westminster,One-person household: Other,"Asian, Asian British or Asian Welsh: Indian",1328
E09000033,Westminster,One-person household: Other,"Asian, Asian British or Asian Welsh: Pakistani",369
E09000033,Westminster,One-person household: Other,"Asian, Asian British or Asian Welsh: Other Asian",1480
E09000033,Westminster,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: African",1396
E09000033,Westminster,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",841
E09000033,Westminster,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: Other Black",273
E09000033,Westminster,One-person household: Other,Mixed or Multiple ethnic groups: White and Asian,465
E09000033,Westminster,One-person household: Other,Mixed or Multiple ethnic groups: White and Black African,269
E09000033,Westminster,One-person household: Other,Mixed or Multiple ethnic groups: White and Black Caribbean,320
E09000033,Westminster,One-person household: Other,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,739
E09000033,Westminster,One-person household: Other,"White: English, Welsh, Scottish, Northern Irish or British",9387
E09000033,Westminster,One-person household: Other,White: Irish,692
E09000033,Westminster,One-person household: Other,White: Gypsy or Irish Traveller,10
E09000033,Westminster,One-person household: Other,White: Roma,274
E09000033,Westminster,One-person household: Other,White: Other White,7962
E09000033,Westminster,One-person household: Other,Other ethnic group: Arab,1990
E09000033,Westminster,One-person household: Other,Other ethnic group: Any other ethnic group,1651
E09000033,Westminster,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E09000033,Westminster,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Chinese",41
E09000033,Westminster,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Indian",113
E09000033,Westminster,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Pakistani",14
E09000033,Westminster,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Other Asian",76
E09000033,Westminster,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: African",23
E09000033,Westminster,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",46
E09000033,Westminster,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E09000033,Westminster,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Asian,11
E09000033,Westminster,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Black African,6
E09000033,Westminster,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E09000033,Westminster,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E09000033,Westminster,Single family household: All aged 66 years and over,"White: English, Welsh, Scottish, Northern Irish or British",1668
E09000033,Westminster,Single family household: All aged 66 years and over,White: Irish,92
E09000033,Westminster,Single family household: All aged 66 years and over,White: Gypsy or Irish Traveller,0
E09000033,Westminster,Single family household: All aged 66 years and over,White: Roma,3
E09000033,Westminster,Single family household: All aged 66 years and over,White: Other White,455
E09000033,Westminster,Single family household: All aged 66 years and over,Other ethnic group: Arab,87
E09000033,Westminster,Single family household: All aged 66 years and over,Other ethnic group: Any other ethnic group,119
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Bangladeshi",47
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Chinese",292
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Indian",526
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Pakistani",88
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Other Asian",393
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Black, Black British, Black Welsh, Caribbean or African: African",105
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",54
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",14
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,Mixed or Multiple ethnic groups: White and Asian,69
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,Mixed or Multiple ethnic groups: White and Black African,42
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,Mixed or Multiple ethnic groups: White and Black Caribbean,28
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,132
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,"White: English, Welsh, Scottish, Northern Irish or British",2568
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,White: Irish,179
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,White: Gypsy or Irish Traveller,1
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,White: Roma,43
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,White: Other White,2319
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,Other ethnic group: Arab,241
E09000033,Westminster,Single family household: Married or civil partnership couple: No children,Other ethnic group: Any other ethnic group,339
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Asian, Asian British or Asian Welsh: Bangladeshi",547
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Asian, Asian British or Asian Welsh: Chinese",278
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Asian, Asian British or Asian Welsh: Indian",472
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Asian, Asian British or Asian Welsh: Pakistani",175
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Asian, Asian British or Asian Welsh: Other Asian",571
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Black, Black British, Black Welsh, Caribbean or African: African",474
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",49
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",44
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,Mixed or Multiple ethnic groups: White and Asian,68
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,Mixed or Multiple ethnic groups: White and Black African,51
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,Mixed or Multiple ethnic groups: White and Black Caribbean,23
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,135
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,"White: English, Welsh, Scottish, Northern Irish or British",1872
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,White: Irish,115
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,White: Gypsy or Irish Traveller,3
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,White: Roma,46
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,White: Other White,2766
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,Other ethnic group: Arab,1057
E09000033,Westminster,Single family household: Married or civil partnership couple: Dependent children,Other ethnic group: Any other ethnic group,674
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Asian, Asian British or Asian Welsh: Bangladeshi",135
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Asian, Asian British or Asian Welsh: Chinese",62
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Asian, Asian British or Asian Welsh: Indian",145
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Asian, Asian British or Asian Welsh: Pakistani",50
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Asian, Asian British or Asian Welsh: Other Asian",142
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: African",176
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",65
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Other Black",15
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,Mixed or Multiple ethnic groups: White and Asian,29
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,Mixed or Multiple ethnic groups: White and Black African,20
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,18
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,"White: English, Welsh, Scottish, Northern Irish or British",735
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,White: Irish,68
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,White: Gypsy or Irish Traveller,0
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,White: Roma,9
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,White: Other White,569
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,Other ethnic group: Arab,295
E09000033,Westminster,Single family household: Married or civil partnership couple: All children non-dependent,Other ethnic group: Any other ethnic group,235
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Asian, Asian British or Asian Welsh: Chinese",211
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Asian, Asian British or Asian Welsh: Indian",180
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Asian, Asian British or Asian Welsh: Pakistani",33
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Asian, Asian British or Asian Welsh: Other Asian",165
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Black, Black British, Black Welsh, Caribbean or African: African",73
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",50
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",31
E09000033,Westminster,Single family household: Cohabiting couple family: No children,Mixed or Multiple ethnic groups: White and Asian,112
E09000033,Westminster,Single family household: Cohabiting couple family: No children,Mixed or Multiple ethnic groups: White and Black African,43
E09000033,Westminster,Single family household: Cohabiting couple family: No children,Mixed or Multiple ethnic groups: White and Black Caribbean,40
E09000033,Westminster,Single family household: Cohabiting couple family: No children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,159
E09000033,Westminster,Single family household: Cohabiting couple family: No children,"White: English, Welsh, Scottish, Northern Irish or British",2708
E09000033,Westminster,Single family household: Cohabiting couple family: No children,White: Irish,163
E09000033,Westminster,Single family household: Cohabiting couple family: No children,White: Gypsy or Irish Traveller,1
E09000033,Westminster,Single family household: Cohabiting couple family: No children,White: Roma,82
E09000033,Westminster,Single family household: Cohabiting couple family: No children,White: Other White,2628
E09000033,Westminster,Single family household: Cohabiting couple family: No children,Other ethnic group: Arab,92
E09000033,Westminster,Single family household: Cohabiting couple family: No children,Other ethnic group: Any other ethnic group,222
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Asian, Asian British or Asian Welsh: Bangladeshi",16
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Asian, Asian British or Asian Welsh: Chinese",16
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Asian, Asian British or Asian Welsh: Indian",19
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Asian, Asian British or Asian Welsh: Pakistani",8
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Asian, Asian British or Asian Welsh: Other Asian",33
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: African",96
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",32
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,Mixed or Multiple ethnic groups: White and Asian,15
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,Mixed or Multiple ethnic groups: White and Black African,8
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,Mixed or Multiple ethnic groups: White and Black Caribbean,16
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,21
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,"White: English, Welsh, Scottish, Northern Irish or British",333
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,White: Irish,30
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,White: Gypsy or Irish Traveller,0
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,White: Roma,8
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,White: Other White,429
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,Other ethnic group: Arab,77
E09000033,Westminster,Single family household: Cohabiting couple family: With dependent children,Other ethnic group: Any other ethnic group,86
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Chinese",2
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Indian",4
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Pakistani",0
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Other Asian",3
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: African",46
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",23
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: White and Asian,0
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black African,3
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,"White: English, Welsh, Scottish, Northern Irish or British",106
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,White: Irish,17
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,White: Gypsy or Irish Traveller,0
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,White: Roma,4
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,White: Other White,50
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,Other ethnic group: Arab,15
E09000033,Westminster,Single family household: Cohabiting couple family: All children non-dependent,Other ethnic group: Any other ethnic group,12
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Bangladeshi",155
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Chinese",83
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Indian",66
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Pakistani",39
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Other Asian",205
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: African",645
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",283
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",97
E09000033,Westminster,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: White and Asian,49
E09000033,Westminster,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: White and Black African,76
E09000033,Westminster,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: White and Black Caribbean,92
E09000033,Westminster,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,159
E09000033,Westminster,Single family household: Lone parent family: With dependent children,"White: English, Welsh, Scottish, Northern Irish or British",924
E09000033,Westminster,Single family household: Lone parent family: With dependent children,White: Irish,64
E09000033,Westminster,Single family household: Lone parent family: With dependent children,White: Gypsy or Irish Traveller,3
