lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,national_statistics_socio-economic_classification_ns-sec_10,observation
E09000027,Richmond upon Thames,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,221
E09000027,Richmond upon Thames,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,125
E09000027,Richmond upon Thames,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,3
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2106
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1947
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,465
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,505
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,156
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,169
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L13: Routine occupations,155
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L14.1 and L14.2: Never worked and long-term unemployed,39
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: No children,L15: Full-time students,55
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",930
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",745
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L7: Intermediate occupations,155
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L8 and L9: Small employers and own account workers,386
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L10 and L11: Lower supervisory and technical occupations,112
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L12: Semi-routine occupations,76
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L13: Routine occupations,121
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,37
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,L15: Full-time students,10
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",76
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",94
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,33
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,74
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,19
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,17
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,42
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,15
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,0
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",826
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",975
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L7: Intermediate occupations,539
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L8 and L9: Small employers and own account workers,469
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L10 and L11: Lower supervisory and technical occupations,100
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L12: Semi-routine occupations,454
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L13: Routine occupations,344
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,406
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,L15: Full-time students,111
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",433
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",683
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L7: Intermediate occupations,391
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L8 and L9: Small employers and own account workers,344
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,87
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L12: Semi-routine occupations,348
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L13: Routine occupations,250
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,304
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,L15: Full-time students,16
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,"L1, L2 and L3: Higher managerial, administrative and professional occupations",136
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,"L4, L5 and L6: Lower managerial, administrative and professional occupations",141
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L7: Intermediate occupations,66
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L8 and L9: Small employers and own account workers,64
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L10 and L11: Lower supervisory and technical occupations,25
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L12: Semi-routine occupations,37
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L13: Routine occupations,49
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L14.1 and L14.2: Never worked and long-term unemployed,28
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,L15: Full-time students,26
E09000027,Richmond upon Thames,Other household types: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",588
E09000027,Richmond upon Thames,Other household types: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",445
E09000027,Richmond upon Thames,Other household types: With dependent children,L7: Intermediate occupations,127
E09000027,Richmond upon Thames,Other household types: With dependent children,L8 and L9: Small employers and own account workers,325
E09000027,Richmond upon Thames,Other household types: With dependent children,L10 and L11: Lower supervisory and technical occupations,84
E09000027,Richmond upon Thames,Other household types: With dependent children,L12: Semi-routine occupations,102
E09000027,Richmond upon Thames,Other household types: With dependent children,L13: Routine occupations,118
E09000027,Richmond upon Thames,Other household types: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,74
E09000027,Richmond upon Thames,Other household types: With dependent children,L15: Full-time students,19
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over","L1, L2 and L3: Higher managerial, administrative and professional occupations",709
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over","L4, L5 and L6: Lower managerial, administrative and professional occupations",979
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L7: Intermediate occupations,284
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L8 and L9: Small employers and own account workers,441
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L10 and L11: Lower supervisory and technical occupations,136
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L12: Semi-routine occupations,215
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L13: Routine occupations,230
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L14.1 and L14.2: Never worked and long-term unemployed,103
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",L15: Full-time students,186
E09000028,Southwark,One-person household: Aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",809
E09000028,Southwark,One-person household: Aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1508
E09000028,Southwark,One-person household: Aged 66 years and over,L7: Intermediate occupations,1131
E09000028,Southwark,One-person household: Aged 66 years and over,L8 and L9: Small employers and own account workers,729
E09000028,Southwark,One-person household: Aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,434
E09000028,Southwark,One-person household: Aged 66 years and over,L12: Semi-routine occupations,1140
E09000028,Southwark,One-person household: Aged 66 years and over,L13: Routine occupations,1673
E09000028,Southwark,One-person household: Aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,2065
E09000028,Southwark,One-person household: Aged 66 years and over,L15: Full-time students,18
E09000028,Southwark,One-person household: Other,"L1, L2 and L3: Higher managerial, administrative and professional occupations",9101
E09000028,Southwark,One-person household: Other,"L4, L5 and L6: Lower managerial, administrative and professional occupations",7644
E09000028,Southwark,One-person household: Other,L7: Intermediate occupations,2552
E09000028,Southwark,One-person household: Other,L8 and L9: Small employers and own account workers,3064
E09000028,Southwark,One-person household: Other,L10 and L11: Lower supervisory and technical occupations,1148
E09000028,Southwark,One-person household: Other,L12: Semi-routine occupations,2640
E09000028,Southwark,One-person household: Other,L13: Routine occupations,2818
E09000028,Southwark,One-person household: Other,L14.1 and L14.2: Never worked and long-term unemployed,3419
E09000028,Southwark,One-person household: Other,L15: Full-time students,1449
E09000028,Southwark,Single family household: All aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",532
E09000028,Southwark,Single family household: All aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",431
E09000028,Southwark,Single family household: All aged 66 years and over,L7: Intermediate occupations,192
E09000028,Southwark,Single family household: All aged 66 years and over,L8 and L9: Small employers and own account workers,302
E09000028,Southwark,Single family household: All aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,122
E09000028,Southwark,Single family household: All aged 66 years and over,L12: Semi-routine occupations,223
E09000028,Southwark,Single family household: All aged 66 years and over,L13: Routine occupations,350
E09000028,Southwark,Single family household: All aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,374
E09000028,Southwark,Single family household: All aged 66 years and over,L15: Full-time students,1
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3302
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2267
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L7: Intermediate occupations,496
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L8 and L9: Small employers and own account workers,850
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L10 and L11: Lower supervisory and technical occupations,284
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L12: Semi-routine occupations,458
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L13: Routine occupations,501
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L14.1 and L14.2: Never worked and long-term unemployed,183
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,L15: Full-time students,67
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4397
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3163
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L7: Intermediate occupations,709
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L8 and L9: Small employers and own account workers,1632
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L10 and L11: Lower supervisory and technical occupations,715
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L12: Semi-routine occupations,832
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L13: Routine occupations,1013
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L14.1 and L14.2: Never worked and long-term unemployed,303
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,L15: Full-time students,112
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",489
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",684
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L7: Intermediate occupations,301
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L8 and L9: Small employers and own account workers,457
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,312
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L12: Semi-routine occupations,415
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,641
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,278
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,15
E09000028,Southwark,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",5645
E09000028,Southwark,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4114
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,705
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,836
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,373
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,421
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L13: Routine occupations,429
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L14.1 and L14.2: Never worked and long-term unemployed,150
E09000028,Southwark,Single family household: Cohabiting couple family: No children,L15: Full-time students,251
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",915
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",892
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L7: Intermediate occupations,255
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L8 and L9: Small employers and own account workers,510
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L10 and L11: Lower supervisory and technical occupations,237
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L12: Semi-routine occupations,360
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L13: Routine occupations,397
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,107
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,L15: Full-time students,45
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",68
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",96
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,75
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,103
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,60
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,87
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,119
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,46
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,6
E09000028,Southwark,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",714
E09000028,Southwark,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1967
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L7: Intermediate occupations,1824
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L8 and L9: Small employers and own account workers,779
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L10 and L11: Lower supervisory and technical occupations,379
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L12: Semi-routine occupations,2095
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L13: Routine occupations,1891
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,1725
E09000028,Southwark,Single family household: Lone parent family: With dependent children,L15: Full-time students,737
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",427
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1351
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L7: Intermediate occupations,1010
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L8 and L9: Small employers and own account workers,537
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,336
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L12: Semi-routine occupations,1201
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L13: Routine occupations,1315
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,1450
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,L15: Full-time students,109
E09000028,Southwark,Other household types: Other related household: Other family composition,"L1, L2 and L3: Higher managerial, administrative and professional occupations",730
E09000028,Southwark,Other household types: Other related household: Other family composition,"L4, L5 and L6: Lower managerial, administrative and professional occupations",685
E09000028,Southwark,Other household types: Other related household: Other family composition,L7: Intermediate occupations,233
E09000028,Southwark,Other household types: Other related household: Other family composition,L8 and L9: Small employers and own account workers,253
E09000028,Southwark,Other household types: Other related household: Other family composition,L10 and L11: Lower supervisory and technical occupations,160
E09000028,Southwark,Other household types: Other related household: Other family composition,L12: Semi-routine occupations,284
E09000028,Southwark,Other household types: Other related household: Other family composition,L13: Routine occupations,385
E09000028,Southwark,Other household types: Other related household: Other family composition,L14.1 and L14.2: Never worked and long-term unemployed,125
E09000028,Southwark,Other household types: Other related household: Other family composition,L15: Full-time students,281
E09000028,Southwark,Other household types: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",403
E09000028,Southwark,Other household types: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",777
E09000028,Southwark,Other household types: With dependent children,L7: Intermediate occupations,421
E09000028,Southwark,Other household types: With dependent children,L8 and L9: Small employers and own account workers,539
E09000028,Southwark,Other household types: With dependent children,L10 and L11: Lower supervisory and technical occupations,355
E09000028,Southwark,Other household types: With dependent children,L12: Semi-routine occupations,584
E09000028,Southwark,Other household types: With dependent children,L13: Routine occupations,701
E09000028,Southwark,Other household types: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,295
E09000028,Southwark,Other household types: With dependent children,L15: Full-time students,157
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over","L1, L2 and L3: Higher managerial, administrative and professional occupations",4513
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over","L4, L5 and L6: Lower managerial, administrative and professional occupations",4566
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L7: Intermediate occupations,1116
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L8 and L9: Small employers and own account workers,1042
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L10 and L11: Lower supervisory and technical occupations,592
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L12: Semi-routine occupations,844
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L13: Routine occupations,1155
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L14.1 and L14.2: Never worked and long-term unemployed,352
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",L15: Full-time students,1367
E09000029,Sutton,One-person household: Aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",761
E09000029,Sutton,One-person household: Aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1873
E09000029,Sutton,One-person household: Aged 66 years and over,L7: Intermediate occupations,1918
E09000029,Sutton,One-person household: Aged 66 years and over,L8 and L9: Small employers and own account workers,802
E09000029,Sutton,One-person household: Aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,437
E09000029,Sutton,One-person household: Aged 66 years and over,L12: Semi-routine occupations,1325
E09000029,Sutton,One-person household: Aged 66 years and over,L13: Routine occupations,1018
E09000029,Sutton,One-person household: Aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,1351
E09000029,Sutton,One-person household: Aged 66 years and over,L15: Full-time students,11
E09000029,Sutton,One-person household: Other,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2352
E09000029,Sutton,One-person household: Other,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3269
E09000029,Sutton,One-person household: Other,L7: Intermediate occupations,1697
E09000029,Sutton,One-person household: Other,L8 and L9: Small employers and own account workers,1472
E09000029,Sutton,One-person household: Other,L10 and L11: Lower supervisory and technical occupations,592
E09000029,Sutton,One-person household: Other,L12: Semi-routine occupations,1131
E09000029,Sutton,One-person household: Other,L13: Routine occupations,1056
E09000029,Sutton,One-person household: Other,L14.1 and L14.2: Never worked and long-term unemployed,970
E09000029,Sutton,One-person household: Other,L15: Full-time students,158
E09000029,Sutton,Single family household: All aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1045
E09000029,Sutton,Single family household: All aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1207
E09000029,Sutton,Single family household: All aged 66 years and over,L7: Intermediate occupations,691
E09000029,Sutton,Single family household: All aged 66 years and over,L8 and L9: Small employers and own account workers,843
E09000029,Sutton,Single family household: All aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,321
E09000029,Sutton,Single family household: All aged 66 years and over,L12: Semi-routine occupations,436
E09000029,Sutton,Single family household: All aged 66 years and over,L13: Routine occupations,487
E09000029,Sutton,Single family household: All aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,578
E09000029,Sutton,Single family household: All aged 66 years and over,L15: Full-time students,4
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1884
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1984
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L7: Intermediate occupations,847
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L8 and L9: Small employers and own account workers,1025
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L10 and L11: Lower supervisory and technical occupations,398
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L12: Semi-routine occupations,516
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L13: Routine occupations,531
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L14.1 and L14.2: Never worked and long-term unemployed,143
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,L15: Full-time students,16
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",5514
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4559
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L7: Intermediate occupations,1169
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L8 and L9: Small employers and own account workers,2768
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L10 and L11: Lower supervisory and technical occupations,936
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L12: Semi-routine occupations,854
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L13: Routine occupations,859
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L14.1 and L14.2: Never worked and long-term unemployed,152
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,L15: Full-time students,53
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1076
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1287
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L7: Intermediate occupations,663
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L8 and L9: Small employers and own account workers,1025
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,354
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L12: Semi-routine occupations,466
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,545
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,159
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,2
E09000029,Sutton,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",987
E09000029,Sutton,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1312
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,552
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,577
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,263
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,300
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L13: Routine occupations,313
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L14.1 and L14.2: Never worked and long-term unemployed,53
E09000029,Sutton,Single family household: Cohabiting couple family: No children,L15: Full-time students,33
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",546
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",795
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L7: Intermediate occupations,322
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L8 and L9: Small employers and own account workers,746
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L10 and L11: Lower supervisory and technical occupations,254
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L12: Semi-routine occupations,255
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L13: Routine occupations,308
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,59
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,L15: Full-time students,15
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",78
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",118
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,84
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,116
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,55
