lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,religion_10,observation
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Buddhist,12
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Hindu,16
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Jewish,16
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Muslim,36
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Sikh,11
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Other religion,18
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: With dependent children,Not answered,166
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,No religion,161
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Christian,163
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,1
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Hindu,0
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Jewish,2
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Muslim,7
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Sikh,1
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Other religion,1
E09000027,Richmond upon Thames,Single family household: Cohabiting couple family: All children non-dependent,Not answered,34
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,No religion,1729
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Christian,1799
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Buddhist,47
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Hindu,45
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Jewish,17
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Muslim,270
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Sikh,43
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Other religion,43
E09000027,Richmond upon Thames,Single family household: Lone parent family: With dependent children,Not answered,232
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,No religion,852
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Christian,1530
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Buddhist,26
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Hindu,49
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Jewish,10
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Muslim,118
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Sikh,37
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Other religion,33
E09000027,Richmond upon Thames,Single family household: Lone parent family: All children non-dependent,Not answered,198
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,No religion,228
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Christian,227
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Buddhist,8
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Hindu,4
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Jewish,2
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Muslim,39
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Sikh,1
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Other religion,12
E09000027,Richmond upon Thames,Other household types: Other related household: Other family composition,Not answered,52
E09000027,Richmond upon Thames,Other household types: With dependent children,No religion,558
E09000027,Richmond upon Thames,Other household types: With dependent children,Christian,862
E09000027,Richmond upon Thames,Other household types: With dependent children,Buddhist,29
E09000027,Richmond upon Thames,Other household types: With dependent children,Hindu,61
E09000027,Richmond upon Thames,Other household types: With dependent children,Jewish,11
E09000027,Richmond upon Thames,Other household types: With dependent children,Muslim,160
E09000027,Richmond upon Thames,Other household types: With dependent children,Sikh,47
E09000027,Richmond upon Thames,Other household types: With dependent children,Other religion,20
E09000027,Richmond upon Thames,Other household types: With dependent children,Not answered,138
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,1348
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,1364
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,46
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,66
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,17
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,117
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,37
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,38
E09000027,Richmond upon Thames,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,250
E09000028,Southwark,One-person household: Aged 66 years and over,No religion,1961
E09000028,Southwark,One-person household: Aged 66 years and over,Christian,6320
E09000028,Southwark,One-person household: Aged 66 years and over,Buddhist,95
E09000028,Southwark,One-person household: Aged 66 years and over,Hindu,64
E09000028,Southwark,One-person household: Aged 66 years and over,Jewish,37
E09000028,Southwark,One-person household: Aged 66 years and over,Muslim,404
E09000028,Southwark,One-person household: Aged 66 years and over,Sikh,4
E09000028,Southwark,One-person household: Aged 66 years and over,Other religion,53
E09000028,Southwark,One-person household: Aged 66 years and over,Not answered,564
E09000028,Southwark,One-person household: Other,No religion,14162
E09000028,Southwark,One-person household: Other,Christian,13750
E09000028,Southwark,One-person household: Other,Buddhist,399
E09000028,Southwark,One-person household: Other,Hindu,389
E09000028,Southwark,One-person household: Other,Jewish,176
E09000028,Southwark,One-person household: Other,Muslim,1902
E09000028,Southwark,One-person household: Other,Sikh,100
E09000028,Southwark,One-person household: Other,Other religion,380
E09000028,Southwark,One-person household: Other,Not answered,2582
E09000028,Southwark,Single family household: All aged 66 years and over,No religion,664
E09000028,Southwark,Single family household: All aged 66 years and over,Christian,1525
E09000028,Southwark,Single family household: All aged 66 years and over,Buddhist,42
E09000028,Southwark,Single family household: All aged 66 years and over,Hindu,21
E09000028,Southwark,Single family household: All aged 66 years and over,Jewish,24
E09000028,Southwark,Single family household: All aged 66 years and over,Muslim,93
E09000028,Southwark,Single family household: All aged 66 years and over,Sikh,1
E09000028,Southwark,Single family household: All aged 66 years and over,Other religion,9
E09000028,Southwark,Single family household: All aged 66 years and over,Not answered,147
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,No religion,3649
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Christian,3420
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Buddhist,106
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Hindu,211
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Jewish,71
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Muslim,376
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Sikh,30
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Other religion,49
E09000028,Southwark,Single family household: Married or civil partnership couple: No children,Not answered,495
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,No religion,4216
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Christian,5523
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Buddhist,135
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Hindu,235
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Jewish,64
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Muslim,2008
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Sikh,26
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Other religion,66
E09000028,Southwark,Single family household: Married or civil partnership couple: Dependent children,Not answered,604
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,No religion,778
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Christian,2078
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,48
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,56
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,11
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,350
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,7
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,13
E09000028,Southwark,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,255
E09000028,Southwark,Single family household: Cohabiting couple family: No children,No religion,8216
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Christian,3319
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Buddhist,87
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Hindu,92
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Jewish,81
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Muslim,193
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Sikh,19
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Other religion,100
E09000028,Southwark,Single family household: Cohabiting couple family: No children,Not answered,814
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,No religion,1562
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Christian,1557
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Buddhist,43
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Hindu,7
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Jewish,22
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Muslim,296
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Sikh,1
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Other religion,15
E09000028,Southwark,Single family household: Cohabiting couple family: With dependent children,Not answered,215
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,No religion,207
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Christian,338
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,3
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Hindu,1
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Jewish,2
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Muslim,61
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Sikh,0
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Other religion,4
E09000028,Southwark,Single family household: Cohabiting couple family: All children non-dependent,Not answered,43
E09000028,Southwark,Single family household: Lone parent family: With dependent children,No religion,2750
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Christian,6808
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Buddhist,106
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Hindu,26
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Jewish,16
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Muslim,1604
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Sikh,11
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Other religion,96
E09000028,Southwark,Single family household: Lone parent family: With dependent children,Not answered,692
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,No religion,1444
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Christian,4814
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Buddhist,111
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Hindu,43
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Jewish,9
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Muslim,676
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Sikh,6
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Other religion,62
E09000028,Southwark,Single family household: Lone parent family: All children non-dependent,Not answered,572
E09000028,Southwark,Other household types: Other related household: Other family composition,No religion,1073
E09000028,Southwark,Other household types: Other related household: Other family composition,Christian,1355
E09000028,Southwark,Other household types: Other related household: Other family composition,Buddhist,47
E09000028,Southwark,Other household types: Other related household: Other family composition,Hindu,88
E09000028,Southwark,Other household types: Other related household: Other family composition,Jewish,8
E09000028,Southwark,Other household types: Other related household: Other family composition,Muslim,252
E09000028,Southwark,Other household types: Other related household: Other family composition,Sikh,9
E09000028,Southwark,Other household types: Other related household: Other family composition,Other religion,27
E09000028,Southwark,Other household types: Other related household: Other family composition,Not answered,281
E09000028,Southwark,Other household types: With dependent children,No religion,801
E09000028,Southwark,Other household types: With dependent children,Christian,2318
E09000028,Southwark,Other household types: With dependent children,Buddhist,58
E09000028,Southwark,Other household types: With dependent children,Hindu,39
E09000028,Southwark,Other household types: With dependent children,Jewish,5
E09000028,Southwark,Other household types: With dependent children,Muslim,740
E09000028,Southwark,Other household types: With dependent children,Sikh,4
E09000028,Southwark,Other household types: With dependent children,Other religion,19
E09000028,Southwark,Other household types: With dependent children,Not answered,248
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,8174
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,4918
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,145
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,213
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,108
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,493
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,69
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,154
E09000028,Southwark,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,1274
E09000029,Sutton,One-person household: Aged 66 years and over,No religion,1686
E09000029,Sutton,One-person household: Aged 66 years and over,Christian,6870
E09000029,Sutton,One-person household: Aged 66 years and over,Buddhist,55
E09000029,Sutton,One-person household: Aged 66 years and over,Hindu,147
E09000029,Sutton,One-person household: Aged 66 years and over,Jewish,48
E09000029,Sutton,One-person household: Aged 66 years and over,Muslim,107
E09000029,Sutton,One-person household: Aged 66 years and over,Sikh,7
E09000029,Sutton,One-person household: Aged 66 years and over,Other religion,44
E09000029,Sutton,One-person household: Aged 66 years and over,Not answered,533
E09000029,Sutton,One-person household: Other,No religion,5150
E09000029,Sutton,One-person household: Other,Christian,5607
E09000029,Sutton,One-person household: Other,Buddhist,103
E09000029,Sutton,One-person household: Other,Hindu,257
E09000029,Sutton,One-person household: Other,Jewish,45
E09000029,Sutton,One-person household: Other,Muslim,431
E09000029,Sutton,One-person household: Other,Sikh,24
E09000029,Sutton,One-person household: Other,Other religion,140
E09000029,Sutton,One-person household: Other,Not answered,943
E09000029,Sutton,Single family household: All aged 66 years and over,No religion,893
E09000029,Sutton,Single family household: All aged 66 years and over,Christian,4092
E09000029,Sutton,Single family household: All aged 66 years and over,Buddhist,25
E09000029,Sutton,Single family household: All aged 66 years and over,Hindu,167
E09000029,Sutton,Single family household: All aged 66 years and over,Jewish,30
E09000029,Sutton,Single family household: All aged 66 years and over,Muslim,94
E09000029,Sutton,Single family household: All aged 66 years and over,Sikh,8
E09000029,Sutton,Single family household: All aged 66 years and over,Other religion,14
E09000029,Sutton,Single family household: All aged 66 years and over,Not answered,292
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,No religion,2318
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Christian,3739
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Buddhist,65
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Hindu,382
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Jewish,14
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Muslim,339
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Sikh,19
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Other religion,56
E09000029,Sutton,Single family household: Married or civil partnership couple: No children,Not answered,411
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,No religion,4805
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Christian,6777
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Buddhist,196
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Hindu,2319
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Jewish,33
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Muslim,1852
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Sikh,54
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Other religion,94
E09000029,Sutton,Single family household: Married or civil partnership couple: Dependent children,Not answered,734
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,No religion,1385
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Christian,3093
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,61
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,412
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,11
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,285
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,17
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,23
E09000029,Sutton,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,287
E09000029,Sutton,Single family household: Cohabiting couple family: No children,No religion,2351
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Christian,1610
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Buddhist,19
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Hindu,27
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Jewish,8
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Muslim,59
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Sikh,1
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Other religion,31
E09000029,Sutton,Single family household: Cohabiting couple family: No children,Not answered,284
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,No religion,1727
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Christian,1207
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Buddhist,19
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Hindu,42
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Jewish,3
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Muslim,89
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Sikh,2
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Other religion,15
E09000029,Sutton,Single family household: Cohabiting couple family: With dependent children,Not answered,196
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,No religion,256
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Christian,302
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,7
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Hindu,7
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Jewish,0
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Muslim,6
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Sikh,4
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Other religion,2
E09000029,Sutton,Single family household: Cohabiting couple family: All children non-dependent,Not answered,35
E09000029,Sutton,Single family household: Lone parent family: With dependent children,No religion,2592
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Christian,2418
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Buddhist,51
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Hindu,118
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Jewish,13
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Muslim,310
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Sikh,6
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Other religion,49
E09000029,Sutton,Single family household: Lone parent family: With dependent children,Not answered,343
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,No religion,1023
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Christian,2327
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Buddhist,32
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Hindu,89
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Jewish,6
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Muslim,138
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Sikh,11
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Other religion,32
E09000029,Sutton,Single family household: Lone parent family: All children non-dependent,Not answered,237
E09000029,Sutton,Other household types: Other related household: Other family composition,No religion,212
E09000029,Sutton,Other household types: Other related household: Other family composition,Christian,318
E09000029,Sutton,Other household types: Other related household: Other family composition,Buddhist,1
E09000029,Sutton,Other household types: Other related household: Other family composition,Hindu,37
E09000029,Sutton,Other household types: Other related household: Other family composition,Jewish,1
E09000029,Sutton,Other household types: Other related household: Other family composition,Muslim,46
E09000029,Sutton,Other household types: Other related household: Other family composition,Sikh,1
E09000029,Sutton,Other household types: Other related household: Other family composition,Other religion,2
E09000029,Sutton,Other household types: Other related household: Other family composition,Not answered,49
E09000029,Sutton,Other household types: With dependent children,No religion,699
E09000029,Sutton,Other household types: With dependent children,Christian,1338
E09000029,Sutton,Other household types: With dependent children,Buddhist,35
E09000029,Sutton,Other household types: With dependent children,Hindu,321
E09000029,Sutton,Other household types: With dependent children,Jewish,2
E09000029,Sutton,Other household types: With dependent children,Muslim,387
E09000029,Sutton,Other household types: With dependent children,Sikh,7
E09000029,Sutton,Other household types: With dependent children,Other religion,17
E09000029,Sutton,Other household types: With dependent children,Not answered,152
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,924
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,1495
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,40
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,185
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,4
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,164
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,3
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,33
E09000029,Sutton,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,174
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,No religion,1035
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Christian,3424
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Buddhist,84
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Hindu,29
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Jewish,95
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Muslim,692
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Sikh,12
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Other religion,23
E09000030,Tower Hamlets,One-person household: Aged 66 years and over,Not answered,391
E09000030,Tower Hamlets,One-person household: Other,No religion,13715
E09000030,Tower Hamlets,One-person household: Other,Christian,9753
E09000030,Tower Hamlets,One-person household: Other,Buddhist,517
E09000030,Tower Hamlets,One-person household: Other,Hindu,810
E09000030,Tower Hamlets,One-person household: Other,Jewish,232
E09000030,Tower Hamlets,One-person household: Other,Muslim,4519
E09000030,Tower Hamlets,One-person household: Other,Sikh,184
E09000030,Tower Hamlets,One-person household: Other,Other religion,354
E09000030,Tower Hamlets,One-person household: Other,Not answered,2661
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,No religion,250
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Christian,823
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Buddhist,20
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Hindu,14
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Jewish,21
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Muslim,138
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Sikh,1
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Other religion,2
E09000030,Tower Hamlets,Single family household: All aged 66 years and over,Not answered,72
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,No religion,3306
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Christian,2696
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Buddhist,132
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Hindu,684
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Jewish,59
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Muslim,1178
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Sikh,41
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Other religion,64
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: No children,Not answered,514
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,No religion,1881
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Christian,2264
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Buddhist,97
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Hindu,534
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Jewish,40
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Muslim,11672
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Sikh,43
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Other religion,38
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: Dependent children,Not answered,685
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,No religion,291
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Christian,766
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,65
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,44
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,14
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,1579
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,13
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,11
E09000030,Tower Hamlets,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,166
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,No religion,7617
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Christian,3018
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Buddhist,136
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Hindu,114
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Jewish,81
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Muslim,306
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Sikh,30
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Other religion,73
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: No children,Not answered,980
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,No religion,805
E09000030,Tower Hamlets,Single family household: Cohabiting couple family: With dependent children,Christian,656
