date,geography_code,c_dpchuk11_name,c_ahthuk11_name,c_dpchuk11_code,c_ahthuk11_code,obs_value
2011,E09000002,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,13765
2011,E09000002,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,3476
2011,E09000002,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,11560
2011,E09000002,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,141
2011,E09000002,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,14311
2011,E09000002,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,1
2011,E09000002,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,6961
2011,E09000002,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,2090
2011,E09000002,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,5181
2011,E09000002,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,78
2011,E09000002,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,6294
2011,E09000002,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,3
2011,E09000002,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,2894
2011,E09000002,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,672
2011,E09000002,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2693
2011,E09000002,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,32
2011,E09000002,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,5993
2011,E09000002,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,0
2011,E09000002,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,2783
2011,E09000002,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,537
2011,E09000002,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,2643
2011,E09000002,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,30
2011,E09000002,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,2348
2011,E09000002,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000002,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,1127
2011,E09000002,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,177
2011,E09000002,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1043
2011,E09000002,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,1
2011,E09000003,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,135916
2011,E09000003,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,37957
2011,E09000003,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,60639
2011,E09000003,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,10994
2011,E09000003,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,18284
2011,E09000003,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,8042
2011,E09000003,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,90388
2011,E09000003,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,37934
2011,E09000003,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,30640
2011,E09000003,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,7501
2011,E09000003,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,6469
2011,E09000003,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,7844
2011,E09000003,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,45528
2011,E09000003,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,23
2011,E09000003,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,29999
2011,E09000003,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,3493
2011,E09000003,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,11815
2011,E09000003,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,198
2011,E09000003,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,19963
2011,E09000003,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,10
2011,E09000003,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,14022
2011,E09000003,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,1996
2011,E09000003,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,3837
2011,E09000003,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,98
2011,E09000003,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,10059
2011,E09000003,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,6
2011,E09000003,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,6480
2011,E09000003,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,661
2011,E09000003,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2871
2011,E09000003,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,41
2011,E09000003,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,10943
2011,E09000003,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,7
2011,E09000003,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,6741
2011,E09000003,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,621
2011,E09000003,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,3516
2011,E09000003,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,58
2011,E09000003,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,4563
2011,E09000003,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000003,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,2756
2011,E09000003,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,215
2011,E09000003,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1591
2011,E09000003,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,1
2011,E09000004,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,92604
2011,E09000004,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,25789
2011,E09000004,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,42216
2011,E09000004,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,9491
2011,E09000004,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,13083
2011,E09000004,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,2025
2011,E09000004,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,61916
2011,E09000004,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,25788
2011,E09000004,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,24752
2011,E09000004,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,5064
2011,E09000004,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,4358
2011,E09000004,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,1954
2011,E09000004,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,30688
2011,E09000004,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,1
2011,E09000004,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,17464
2011,E09000004,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,4427
2011,E09000004,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,8725
2011,E09000004,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,71
2011,E09000004,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,12053
2011,E09000004,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,0
2011,E09000004,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,6476
2011,E09000004,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,2540
2011,E09000004,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,3012
2011,E09000004,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,25
2011,E09000004,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,7026
2011,E09000004,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,0
2011,E09000004,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,4090
2011,E09000004,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,866
2011,E09000004,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2057
2011,E09000004,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,13
2011,E09000004,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,8403
2011,E09000004,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,1
2011,E09000004,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,4956
2011,E09000004,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,782
2011,E09000004,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,2633
2011,E09000004,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,31
2011,E09000004,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,3206
2011,E09000004,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000004,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,1942
2011,E09000004,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,239
2011,E09000004,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1023
2011,E09000004,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,2
2011,E09000005,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,110286
2011,E09000005,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,30616
2011,E09000005,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,44079
2011,E09000005,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,8599
2011,E09000005,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,18661
2011,E09000005,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,8331
2011,E09000005,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,72374
2011,E09000005,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,30612
2011,E09000005,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,21328
2011,E09000005,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,5836
2011,E09000005,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,6535
2011,E09000005,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,8063
2011,E09000005,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,37912
2011,E09000005,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,4
2011,E09000005,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,22751
2011,E09000005,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,2763
2011,E09000005,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,12126
2011,E09000005,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,268
2011,E09000005,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,17180
2011,E09000005,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,2
2011,E09000005,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,11020
2011,E09000005,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,1628
2011,E09000005,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,4427
2011,E09000005,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,103
2011,E09000005,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,8461
2011,E09000005,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,2
2011,E09000005,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,4908
2011,E09000005,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,500
2011,E09000005,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2985
2011,E09000005,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,66
2011,E09000005,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,8577
2011,E09000005,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,0
2011,E09000005,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,4735
2011,E09000005,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,488
2011,E09000005,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,3259
2011,E09000005,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,95
2011,E09000005,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,3694
2011,E09000005,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000005,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,2088
2011,E09000005,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,147
2011,E09000005,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1455
2011,E09000005,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,4
2011,E09000006,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,130862
2011,E09000006,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,40815
2011,E09000006,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,58132
2011,E09000006,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,12913
2011,E09000006,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,15883
2011,E09000006,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,3119
2011,E09000006,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,91111
2011,E09000006,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,40815
2011,E09000006,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,34048
2011,E09000006,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,7937
2011,E09000006,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,5274
2011,E09000006,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,3037
2011,E09000006,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,39751
2011,E09000006,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,0
2011,E09000006,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,24084
2011,E09000006,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,4976
2011,E09000006,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,10609
2011,E09000006,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,82
2011,E09000006,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,15848
2011,E09000006,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,0
2011,E09000006,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,9629
2011,E09000006,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,2740
2011,E09000006,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,3445
2011,E09000006,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,34
2011,E09000006,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,9392
2011,E09000006,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,0
2011,E09000006,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,5666
2011,E09000006,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,1072
2011,E09000006,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2633
2011,E09000006,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,21
2011,E09000006,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,10556
2011,E09000006,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,0
2011,E09000006,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,6349
2011,E09000006,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,914
2011,E09000006,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,3266
2011,E09000006,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,27
2011,E09000006,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,3955
2011,E09000006,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000006,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,2440
2011,E09000006,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,250
2011,E09000006,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1265
2011,E09000006,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,0
2011,E09000008,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,145010
2011,E09000008,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,43043
2011,E09000008,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,56181
